type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 27 -0.3137308609605929 1.1386141541313395 0.36046292163431437 0.42948773641535326 0.5644695964316072
splice_donor_variant 39 -0.018802379303811137 1.0364525606649215 0.27301281165038865 0.3252918606898248 0.4275264454780554
stop_gained 39 -0.06863246284984427 1.1455280751972898 0.30174448161277495 0.35952533979394463 0.47251901801489865
frameshift_variant 0 nan nan nan nan nan
stop_lost 7 0.09307785299754683 0.9094984137707115 0.565482055851581 0.673765853780607 0.8855208363973693
start_lost 4 0.13712686759704218 1.5687273621960793 1.2902782554062753 1.5373528149521578 2.0205208425085504
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 1965 -0.05080550685694237 1.0821061706109956 0.04015637474711136 0.04784589331570715 0.06288317407207225
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 498 -0.01606091628820951 1.1020495461618842 0.08123671455140961 0.09679268116763699 0.12721323810603719
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 5 0.48503157572238437 1.0293559354452249 0.7572625389057762 0.9022702591217759 1.1858409119886197
synonymous_variant 1633 -0.0696294206534244 1.0732940457147317 0.04369095422613893 0.05205730716305915 0.06841817512859202
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 6 -0.23221716949772006 1.0737207246625462 0.7210769497091272 0.8591555145470452 1.1291758191189738
5_prime_UTR_variant 1443 -0.052856412324350906 1.0925849470914886 0.04731381305149468 0.05637390491241919 0.07409141788489379
3_prime_UTR_variant 4593 -0.06306064533388286 1.1017620124271899 0.02674271363496065 0.03186365879910205 0.041877951564534124
non_coding_transcript_exon_variant 8787 -0.04284931362956906 1.0967303458122402 0.019246220156848484 0.022931666569862022 0.030138761777532944
intron_variant 205259 -0.03513878505040223 1.0935484441802066 0.003970569707856515 0.004730891566807762 0.006217743202090202
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 21637 -0.048199893300691375 1.0851927153119874 0.01213596316218474 0.014459871001752028 0.019004401888016952
downstream_gene_variant 17558 -0.042893245210067064 1.081083147298417 0.013421080375383905 0.01599107448981912 0.021016840758047987
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 901 -0.05313831658219309 1.1182021454676516 0.0612807155861343 0.07301532069837278 0.09596299291786138
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 12881 -0.025797003425519015 1.105684661311617 0.01602589884000078 0.019094687979575396 0.025095875630299094
feature_truncation 0 nan nan nan nan nan
intergenic_variant 105694 -0.06468417950535943 1.0858126085759225 0.0054940880546022215 0.006546147469313285 0.008603508102526032
