type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 30 -0.0007498017142911539 1.0677636997815116 0.3206863150097702 0.3820943327775985 0.5021811230791295
splice_donor_variant 41 -0.14660452638780602 0.9842532632839656 0.25286040971012835 0.3012804881652593 0.39596864158862655
stop_gained 18 0.2833652035070102 1.0198065529932752 0.3954098174674794 0.4711265910250818 0.6191949482043932
frameshift_variant 0 nan nan nan nan nan
stop_lost 2 -0.34205136952654946 1.5465088515828034 1.798884644116117 2.143351916393671 2.816976804403111
start_lost 3 0.02459785054348418 1.40450953394432 1.3339205600910353 1.5893521567042121 2.088862834525536
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 1376 -0.1424112998158467 0.9567942415933038 0.04243021556756561 0.05055515046348243 0.06644391203771977
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 506 -0.15067437112575724 0.9663326971609711 0.07066710801576999 0.0841991074230451 0.11066168404171642
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 2 -0.13011153660709385 1.5383775798838726 1.7894264248622331 2.1320825487720225 2.8021656355289437
synonymous_variant 1362 -0.12944474711258191 0.966705229011888 0.043089496187206935 0.051340676308161456 0.06747631743358364
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 6 0.08289066517000832 1.6731639248190637 1.123644083195898 1.3388099714674528 1.759578819642938
5_prime_UTR_variant 1288 -0.15683220450342292 0.983575372309671 0.04508329156529085 0.05371626229055931 0.07059851615330653
3_prime_UTR_variant 4772 -0.16804753986121918 0.9715554465457783 0.023135733635630425 0.027565980502027743 0.036229574374093604
non_coding_transcript_exon_variant 9185 -0.16143127773782456 0.9621037548421125 0.016513846049178445 0.019676071888382825 0.025859980196160287
intron_variant 319932 -0.1616851334841417 0.9636741029265041 0.002802639573875002 0.0033393152369574496 0.004388814311429791
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 16561 -0.14609614838719115 0.9734915738099482 0.012443851520316464 0.014826716705057913 0.019486541955218973
downstream_gene_variant 14525 -0.15727169456525159 0.9766834836993974 0.013330967675368259 0.01588370616639622 0.020875728104406466
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 1139 -0.10816574270383518 0.998313465804525 0.048659872809016035 0.05797772079372123 0.07619929018603362
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 18921 -0.1583030924249412 0.9733047932991558 0.0116397250485167 0.013868608568445429 0.01822731411852828
feature_truncation 0 nan nan nan nan nan
intergenic_variant 151686 -0.16666861312995465 0.9645087994056746 0.004073796652036564 0.0048538853726393105 0.006379392204040237
