type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 33 -0.13927026948309262 0.991849329607134 0.28402373646095014 0.3384112604641108 0.4447690851814028
splice_donor_variant 59 -0.230296274546406 0.9672573810826701 0.20714857445876575 0.24681532275938045 0.32438585276947146
stop_gained 33 -0.08717410689460037 0.9574660343370928 0.27417781359451504 0.3266799481126137 0.42935078894800655
frameshift_variant 0 nan nan nan nan nan
stop_lost 8 -0.35028907817385285 1.0296115703662387 0.5988172784916452 0.7134844169262156 0.9377223765315976
start_lost 6 -0.2590410317912288 0.9322564995980676 0.6260740410761408 0.7459605595800828 0.9804053068766803
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 2956 -0.1465244911087608 0.9286784942153816 0.02809823729980237 0.03347875082529644 0.04400064394181818
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 778 -0.16450949419949476 0.9468236003587531 0.055839970262351976 0.06653273052535555 0.08744301726189586
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 3 1.0291842554701578 0.0 0.0 0.0 0.0
synonymous_variant 2622 -0.1801193165153148 0.9311004356709631 0.029912043826646844 0.03563988200621752 0.04684098777960016
coding_sequence_variant 1 0.5117663157191586 0.0 0.0 0.0 0.0
mature_miRNA_variant 6 0.0778526197122964 1.0510103661160008 0.7058253896978494 0.8409834430442461 1.1052925251438663
5_prime_UTR_variant 1787 -0.19916411514046078 0.9306581805917458 0.03621544493615151 0.043150317370733715 0.05671184568725003
3_prime_UTR_variant 8186 -0.16679793260896045 0.9418132243997027 0.017123589829312943 0.020402575115777123 0.026814813009307076
non_coding_transcript_exon_variant 12645 -0.19482889690389202 0.9330571443149698 0.013649436675197643 0.01626315859172485 0.02137443700626695
intron_variant 321426 -0.1827564515381649 0.9402462768562053 0.002728142321546221 0.0032505525533316672 0.004272154784378763
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 30763 -0.18159414282033887 0.9447447347401298 0.008860659337667401 0.010557381338497328 0.013875415473453633
downstream_gene_variant 25403 -0.17288357646335875 0.9479797191852843 0.009784135181178372 0.011657692981829549 0.01532153934754741
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 1916 -0.1876403220964677 0.9477261753594227 0.03561648245164237 0.04243665994238239 0.055773895924274
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 23303 -0.19400105746761703 0.9430248465485097 0.010162091950508025 0.012108024451669136 0.015913403565050863
feature_truncation 0 nan nan nan nan nan
intergenic_variant 147686 -0.1990905858421837 0.9343081877050688 0.003999322192130912 0.004765149845943215 0.00626276836895394
