type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 19 0.08397600268258523 1.0752936366230395 0.40580386358030146 0.48351098639355067 0.6354715821172381
splice_donor_variant 33 0.009676467529314363 1.1653033507805757 0.33369363866007884 0.39759242053115773 0.5225500384123788
stop_gained 22 -0.08934326780644898 1.1108419628262984 0.3895891371723625 0.4641913123755808 0.6100800105507634
frameshift_variant 0 nan nan nan nan nan
stop_lost 4 -0.2710431144542059 1.3555416320318312 1.1149329923461813 1.3284307993911946 1.7459376220569987
start_lost 3 -0.3707006637414314 1.3846217619454546 1.3150323237903614 1.5668470240906434 2.059284660233417
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 1324 -0.07127453107701023 1.018010753590888 0.04602293119297855 0.05483583291078295 0.07206995182560046
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 433 -0.10751939039566902 1.0389066072708089 0.08212936451271742 0.09785626410025906 0.12861108996034049
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 1 nan nan nan nan nan
synonymous_variant 1194 -0.057429699148676475 1.0717672384773167 0.051022791599766706 0.06079311339546671 0.0798995204626134
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 3 2.10914068660163 2.17732376207626 2.0678940669429626 2.4638737818894874 3.2382341133404693
5_prime_UTR_variant 935 -0.05441218586761514 1.0897629097961867 0.05862625050930878 0.06985255379832535 0.09180621356351333
3_prime_UTR_variant 3632 -0.05206541673248914 1.0783886665176179 0.029435288536367614 0.035071833149714605 0.046094409282482054
non_coding_transcript_exon_variant 7343 -0.03522746041230896 1.0912058442267538 0.020947674720489865 0.024958931581860265 0.03280316722187349
intron_variant 143267 -0.04939626850394688 1.0777793618225717 0.0046840625073510155 0.005581010647056529 0.007335042564702867
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 10843 -0.05831320778054107 1.0761586165340897 0.017000725718600545 0.02025618383492831 0.026622413040191494
downstream_gene_variant 7610 -0.01560616288814263 1.0872321640113525 0.020501982841702085 0.02442789444968759 0.032105232705303695
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 596 0.003737196845096545 1.084739875840001 0.07309175298627214 0.08708804611130298 0.11445857488914106
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 7263 -0.06054010275692125 1.0592032549263006 0.02044500338937454 0.024360004038403705 0.0320160053076163
feature_truncation 0 nan nan nan nan nan
intergenic_variant 49768 -0.04077478737106999 1.0741635344060072 0.00792065711356902 0.00943737868850777 0.012403411990610212
