type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 20 0.24794087884250365 1.197174965406143 0.4403606772936961 0.5246850623073825 0.6895860818897028
splice_donor_variant 37 -0.05232127749336548 1.1387945168532572 0.3079714144506912 0.3669446640263555 0.4822701298632101
stop_gained 24 -0.08906176335994435 1.0316617285700036 0.34641572770363654 0.4127506542851839 0.5424722884890989
frameshift_variant 0 nan nan nan nan nan
stop_lost 2 0.3822048350501017 1.4499988878359877 1.6866251561664265 2.009595930751487 2.641183223273383
start_lost 2 0.10950452110417086 0.8212839082812815 0.9553097672572642 1.138241424817166 1.4959744440454181
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 1212 -0.05483648270135161 1.095605543835625 0.05176888527219593 0.06168207606899941 0.08106787140497065
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 398 -0.21375781315754797 0.965396515065818 0.07960312054913773 0.09484627129258963 0.12465509941311781
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 1 1.7205111117287848 0.0 0.0 0.0 0.0
synonymous_variant 1107 -0.06213905234997157 1.0638766887879658 0.052599714241200246 0.06267199994696199 0.08236891421600719
coding_sequence_variant 1 0.26975564462046736 0.0 0.0 0.0 0.0
mature_miRNA_variant 4 0.9752031103548218 1.2611555168193052 1.0373004125838785 1.2359324064829191 1.6243683056632652
5_prime_UTR_variant 935 -0.04024575499043259 1.067840386378391 0.05744687897983706 0.06844734516746542 0.08995936793438314
3_prime_UTR_variant 4518 -0.04783315234267379 1.06663379398017 0.026104064161454693 0.031102714745563035 0.04087785366559714
non_coding_transcript_exon_variant 8068 -0.07127098516999064 1.0558980418813428 0.01933770550335768 0.02304067038697936 0.030282023937172876
intron_variant 237941 -0.07790392101921616 1.0463664065152463 0.0035287025335963332 0.004204411529391375 0.0055257980100572365
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 17934 -0.07711335698761555 1.0670503981776316 0.013107270184470101 0.01561717298575161 0.020525427352702116
downstream_gene_variant 15671 -0.0876689611445714 1.0385732003201882 0.013647548888171069 0.016260909313565528 0.021371480812114693
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 1502 -0.0750935242205201 1.0409192372488922 0.04418226444981807 0.05264269806786834 0.06918754603205553
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 19351 -0.07248882152186067 1.0423955005685466 0.012326697088397025 0.014687128445749646 0.01930308310012811
feature_truncation 0 nan nan nan nan nan
intergenic_variant 150611 -0.07654989946598777 1.04364343665945 0.004423741105857593 0.005270840466553728 0.006927390327470613
