type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 21 0.13496111672275962 1.0630352382802382 0.38159608992292776 0.4546676816102969 0.5975632386878188
splice_donor_variant 29 0.033502244924363295 1.0311693948112697 0.31499010990661613 0.3753073649951171 0.49326110827929676
stop_gained 7 0.6307733740717113 1.1525810359349182 0.7166190549292535 0.8538439803412382 1.1221949455913418
frameshift_variant 0 nan nan nan nan nan
stop_lost 3 -0.30124258678501165 1.908575656044813 1.8126529201533639 2.159756670821029 2.8385373387933526
start_lost 6 0.2873651767587577 1.0616507650666442 0.7129711457988407 0.8494975354198953 1.116482475123291
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 878 -0.04240277345478674 1.0675843559197773 0.05926807823220553 0.07061728470220233 0.09281128846575164
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 335 0.06703663962337929 1.0972374365861053 0.09861525807993392 0.11749903090375105 0.15442729775921568
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 3 0.22745009975085803 0.7485975641152623 0.7109739434826808 0.847117890107024 1.1133549412835173
synonymous_variant 806 -0.06643695957330445 1.0973657151150085 0.06358428160205594 0.07575999510032196 0.09957027927470886
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 6 -0.3580464229871016 1.4849470829299487 0.9972435927183183 1.1882051317494857 1.561641030299324
5_prime_UTR_variant 581 -0.02205367462648863 1.0454002930899389 0.07134449259967082 0.08500620394854397 0.11172243947522921
3_prime_UTR_variant 3148 -0.06439487109162197 1.0868812145989464 0.031866225348622795 0.037968268500486735 0.049901152886353994
non_coding_transcript_exon_variant 6643 -0.06853571989565423 1.0678791366927927 0.021552908132959413 0.02568006075416441 0.03375093699118751
intron_variant 140054 -0.05243708926056026 1.0719120765370687 0.00471169649677972 0.0056139362514822195 0.007378316216233774
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 8335 -0.03145065348977657 1.0951142111462864 0.019732063980750232 0.02351054431748964 0.030899572531557812
downstream_gene_variant 6583 -0.03420604241334249 1.0927251048475926 0.02215465011337393 0.026397029922317874 0.034693239326474924
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 467 -0.03488844741543446 1.1073161385853958 0.08429058958443889 0.1004313407814591 0.13199547645563195
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 6650 -0.07441355229925513 1.0846441568819023 0.02187975026339163 0.026069489675530452 0.0342627578592686
feature_truncation 0 nan nan nan nan nan
intergenic_variant 37323 -0.02950881087756805 1.0991662292374558 0.009359249104422509 0.011151445741439584 0.014656185831606312
