type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 25 -0.05492604655669897 1.060884055900819 0.34903085439136944 0.41586654991312105 0.5465674656001019
splice_donor_variant 29 -0.03788691668010501 0.9533021395552655 0.2912040904469284 0.34696657585165935 0.4560132139764666
stop_gained 16 -0.29294004719361966 0.9184279190941246 0.3777034817274587 0.450029680356121 0.5914675798966162
frameshift_variant 0 nan nan nan nan nan
stop_lost 5 -0.30210505555425 0.8206097004825845 0.6036949551074094 0.719296116723722 0.9453606105511774
start_lost 3 -0.3479478508712838 1.9359343834247287 1.8386366305291184 2.19071598531129 2.879226723551981
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 1196 -0.12736015251689356 0.9996066956262418 0.04754769507981876 0.056652572861060645 0.07445766718882256
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 397 -0.15272410336938683 0.9893812658422403 0.08168349873680096 0.09732501977150752 0.12791288312826704
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 2 -1.2717574015979354 0.671424715129345 0.7809949542093184 0.9305471794834432 1.223004864463954
synonymous_variant 1189 -0.14110757140315308 0.9893721019794925 0.047199199719870584 0.056237344347079846 0.07391193828473351
coding_sequence_variant 1 nan nan nan nan nan
mature_miRNA_variant 10 -0.2773094842602474 0.7718471306946878 0.40151076737681385 0.4783958079383314 0.6287487761475213
5_prime_UTR_variant 890 -0.1288621379096168 1.0062592542333022 0.05548566384569745 0.06611057819912887 0.08688818849028365
3_prime_UTR_variant 4030 -0.13946846365446 0.9815241411383762 0.025433982316507068 0.030304319355838206 0.039828534010530214
non_coding_transcript_exon_variant 8244 -0.1276312336056681 0.9944253379180963 0.018016444671648185 0.021466402161963792 0.028212985698580984
intron_variant 247350 -0.15271915751070428 0.9836420819893401 0.0032534717890381347 0.0038764770252369264 0.005094798376025675
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 17619 -0.17452979978294686 0.9737545373941793 0.012067707326924351 0.014378544900165184 0.018897516154502813
downstream_gene_variant 15468 -0.13993614609607585 0.9878359996644269 0.01306572970857476 0.015567677950642267 0.020460376735129838
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 1273 -0.13855843386876782 0.9901410962782222 0.04565084144518156 0.054392491934684414 0.07148727511415666
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 17763 -0.15734625411069256 0.9904548161179938 0.012224818290279589 0.014565740941609723 0.019143545237544208
feature_truncation 0 nan nan nan nan nan
intergenic_variant 159587 -0.14378571748129984 0.9826574506816271 0.004046404531206906 0.0048212479520763135 0.0063364973084431555
