type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 7 -1.3433149152411268 1.6851672622125689 1.0477553709400773 1.2483893781413686 1.6407403255572273
splice_donor_variant 8 -0.12665410676278388 0.7335881498181842 0.4266514402626518 0.5083506522278404 0.668118000070876
stop_gained 8 0.003349260328135484 1.260965570683106 0.733371684080369 0.8738045597553332 1.1484288499641522
frameshift_variant 0 nan nan nan nan nan
stop_lost 2 2.327191154055645 3.365619079371312 3.91485666158899 4.664510064871988 6.130498942403184
start_lost 1 nan nan nan nan nan
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 374 -0.11866274022438664 1.0633000734119473 0.09044528780143345 0.10776459823149516 0.14163347196139364
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 127 -0.11421535363080079 1.0403943702676148 0.15186651791637126 0.18094734049610192 0.23781650465201967
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 0 nan nan nan nan nan
synonymous_variant 337 -0.06217937452373465 1.102501408579169 0.09879389427262945 0.11771187402696276 0.15470703443543676
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 1 1.859773176896087 0.0 0.0 0.0 0.0
5_prime_UTR_variant 261 -0.05318050581001801 1.1341999053182814 0.11548757317985474 0.13760221485259289 0.18084862523483636
3_prime_UTR_variant 1056 -0.06428833835255435 1.1172724565140986 0.05655786874163753 0.06738809892620642 0.08856721573158559
non_coding_transcript_exon_variant 2699 -0.006054632125174504 1.1219837597461846 0.035526386046407135 0.04232931103401701 0.05563280878756521
intron_variant 57253 -0.05361928828046623 1.0808861578948799 0.007430990966842961 0.008853946683897997 0.01163661564169451
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 5191 0.003054588189603836 1.112438300689213 0.025398982616442214 0.03026261758554817 0.039773725969577595
downstream_gene_variant 4389 -0.024839636216997182 1.0888217199755719 0.027035841240158755 0.03221291722231681 0.042336976920759245
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 243 -0.05409168647481414 1.1049886581302368 0.1166059162468661 0.13893470871967023 0.18259990288870948
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 3280 -0.03631240422269687 1.1077228161920185 0.03181706253665973 0.03790969153304138 0.049824166014854385
feature_truncation 0 nan nan nan nan nan
intergenic_variant 31077 -0.011849950556196412 1.1069439522575497 0.010329326142872533 0.012307282212784295 0.016175285193945073
