"SYMBOL"	"ENTREZID"
"TONSL"	"4796"
"MRPL15"	"29088"
"XKR4"	"114786"
"MRPS28"	"28957"
"WWP1"	"11059"
"EIF3H"	"8667"
"GINS4"	"84296"
"INTS8"	"55656"
"PHF20L1"	"51105"
"TASP1"	"55617"
"SLC24A3"	"57419"
"VPS16"	"64601"
"TPX2"	"22974"
"WFDC2"	"10406"
"ATP9A"	"10079"
"SALL4"	"57167"
"GNAS"	"2778"
"AHCY"	"191"
"PPP1R16B"	"26051"
"YWHAB"	"7529"
"ZNF217"	"7764"
"CHD6"	"84181"
"AURKA"	"6790"
"DLGAP4"	"22839"
"RBM39"	"9584"
"NFATC2"	"4773"
"PTPRT"	"11122"
"SLC12A5"	"57468"
"PHACTR3"	"116154"
"PLCG1"	"5335"
"ADRM1"	"11047"
"PCSK2"	"5126"
"TTI1"	"9675"
"TRMT6"	"51605"
"DNMT3B"	"1789"
"SULF2"	"55959"
"SYCP2"	"10388"
"XRN2"	"22803"
"ATRN"	"8455"
"SRC"	"6714"
"RALGAPB"	"57148"
"PAK5"	"57144"
"CRAMP1"	"57585"
"TEDC2"	"80178"
"ATMIN"	"23300"
"IRF8"	"3394"
"FBXL16"	"146330"
"SF3B3"	"23450"
"CCNF"	"899"
"TAOK2"	"9344"
"DDX19A"	"55308"
"CIAO3"	"64428"
"ORAI3"	"93129"
"VPS35"	"55737"
"RHBDF1"	"64285"
"GRIN2A"	"2903"
"SRCAP"	"10847"
"ANKS3"	"124401"
"CIAPIN1"	"57019"
"XYLT1"	"64131"
"MAPK8IP3"	"23162"
"GTF3C1"	"2975"
"GINS2"	"51659"
"RSL1D1"	"26156"
"RRN3"	"54700"
"CASKIN1"	"57524"
"PLK1"	"5347"
"FBRS"	"64319"
"NOB1"	"28987"
"EXOSC6"	"118460"
"TBC1D10B"	"26000"
"JPH3"	"57338"
"UBN1"	"29855"
"RBFOX1"	"54715"
"ANKRD50"	"57182"
"MAEA"	"10296"
"AFF1"	"4299"
"NFKB1"	"4790"
"ZNF827"	"152485"
"LETM1"	"3954"
"SLC4A4"	"8671"
"LEF1"	"51176"
"HAND2"	"9464"
"STOX2"	"56977"
"NOP14"	"8602"
"ATOH1"	"474"
"ANK2"	"287"
"FNIP2"	"57600"
"HAUS3"	"79441"
"MRPS18C"	"51023"
"FBXL5"	"26234"
"REST"	"5978"
"ADAMTS3"	"9508"
"COPS4"	"51138"
"PLK4"	"10733"
"OTUD4"	"54726"
"LIMCH1"	"22998"
"CENPC"	"1060"
"ADGRL3"	"23284"
"CPEB2"	"132864"
"HNRNPDL"	"9987"
"BEND4"	"389206"
"GATB"	"5188"
"HNRNPD"	"3184"
"GON4L"	"54856"
"LBR"	"3930"
"LIN9"	"286826"
"PTPRU"	"10076"
"SFPQ"	"6421"
"LRRC41"	"10489"
"AJAP1"	"55966"
"USP1"	"7398"
"ENO1"	"2023"
"UBE4B"	"10277"
"CELSR2"	"1952"
"LAMTOR5"	"10542"
"IGSF3"	"3321"
"UTP11"	"51118"
"DHCR24"	"1718"
"PIK3CD"	"5293"
"MAD2L2"	"10459"
"COL11A1"	"1301"
"SYCP1"	"6847"
"NOTCH2"	"4853"
"LMX1A"	"4009"
"UCHL5"	"51377"
"DMAP1"	"55929"
"DDR2"	"4921"
"CFH"	"3075"
"GABRD"	"2563"
"MED18"	"54797"
"ADGRL2"	"23266"
"DNTTIP2"	"30836"
"PTBP2"	"58155"
"CASZ1"	"54897"
"MYBPHL"	"343263"
"MOV10"	"4343"
"OTUD7B"	"56957"
"NAV1"	"89796"
"URB2"	"9816"
"ADGRB2"	"576"
"S100PBP"	"64766"
"SNIP1"	"79753"
"USP24"	"23358"
"LEPR"	"3953"
"SORT1"	"6272"
"TTF2"	"8458"
"AURKAIP1"	"54998"
"MRPS21"	"54460"
"SETDB1"	"9869"
"RUSC1"	"23623"
"ASH1L"	"55870"
"DDI2"	"84301"
"ARHGEF11"	"9826"
"PRRC2C"	"23215"
"COP1"	"64326"
"RRP15"	"51018"
"LUZP1"	"7798"
"C1orf131"	"128061"
"CLSPN"	"63967"
"SGIP1"	"84251"
"PARK7"	"11315"
"ABCD3"	"5825"
"MAP7D1"	"55700"
"PIAS3"	"10401"
"ZNF687"	"57592"
"SHC1"	"6464"
"MRPS14"	"63931"
"RALGPS2"	"55103"
"PLEKHA6"	"22874"
"WNT9A"	"7483"
"GGPS1"	"9453"
"GLMN"	"11146"
"BCAR3"	"8412"
"PMF1"	"11243"
"MEF2D"	"4209"
"VANGL2"	"57216"
"NMNAT2"	"23057"
"MDM4"	"4194"
"NUP133"	"55746"
"EGLN1"	"54583"
"CNST"	"163882"
"ZFYVE9"	"9372"
"NDC1"	"55706"
"BRINP2"	"57795"
"ZNF281"	"23528"
"PTPN14"	"5784"
"USP48"	"84196"
"RAB3GAP2"	"25782"
"GUK1"	"2987"
"KIF1B"	"23095"
"PRPF38B"	"55119"
"ASTN1"	"460"
"SMG7"	"9887"
"TUT4"	"23318"
"ZBTB38"	"253461"
"NMD3"	"51068"
"OPA1"	"4976"
"DYNC1LI1"	"51143"
"UQCRC1"	"7384"
"CACNA2D2"	"9254"
"PRKAR2A"	"5576"
"GRM2"	"2912"
"RPL22L1"	"200916"
"ATP13A3"	"79572"
"DLG1"	"1739"
"RPN1"	"6184"
"NEPRO"	"25871"
"BSN"	"8927"
"SEC13"	"6396"
"GTPBP8"	"29083"
"SRPRB"	"58477"
"ARMC8"	"25852"
"FNDC3B"	"64778"
"LSG1"	"55341"
"SETD2"	"29072"
"SCAP"	"22937"
"CELSR3"	"1951"
"MAGI1"	"9223"
"RAF1"	"5894"
"NR2C2"	"7182"
"PHC3"	"80012"
"MFN1"	"55669"
"FGD5"	"152273"
"ZBTB11"	"27107"
"MECOM"	"2122"
"TP63"	"8626"
"SENP5"	"205564"
"OXSR1"	"9943"
"DAG1"	"1605"
"RBM6"	"10180"
"CDC25A"	"993"
"ALAS1"	"211"
"ZNF148"	"7707"
"ATP11B"	"23200"
"ZNF445"	"353274"
"STIMATE"	"375346"
"TOMM70"	"9868"
"DNAJC13"	"23317"
"MAP3K5"	"4217"
"AFDN"	"4301"
"SCUBE3"	"222663"
"MAP3K7"	"6885"
"SNRPC"	"6631"
"AHI1"	"54806"
"TULP4"	"56995"
"SOX4"	"6659"
"MMS22L"	"253714"
"HIVEP1"	"3096"
"COL12A1"	"1303"
"CENPW"	"387103"
"STXBP5"	"134957"
"ARID1B"	"57492"
"MAP3K4"	"4216"
"DAAM2"	"23500"
"ADGRB3"	"577"
"GRIK2"	"2898"
"SGK1"	"6446"
"ESR1"	"2099"
"ADGRF5"	"221395"
"EZR"	"7430"
"CCND3"	"896"
"MRPL2"	"51069"
"TTBK1"	"84630"
"REPS1"	"85021"
"TRERF1"	"55809"
"CUL9"	"23113"
"RIOK1"	"83732"
"DOP1A"	"23033"
"GRM1"	"2911"
"CDC5L"	"988"
"PHF3"	"23469"
"HEY2"	"23493"
"COQ3"	"51805"
"QRSL1"	"55278"
"UBE3D"	"90025"
"MRPL45"	"84311"
"TSR1"	"55720"
"TLCD1"	"116238"
"SUZ12"	"23512"
"LIG3"	"3980"
"ATP6V0A1"	"535"
"PELP1"	"27043"
"CAMTA2"	"23125"
"INTS2"	"57508"
"CNTROB"	"116840"
"EIF5A"	"1984"
"SREBF1"	"6720"
"MAPK7"	"5598"
"SLC4A1"	"6521"
"USP32"	"84669"
"NCOR1"	"9611"
"TOP3A"	"7156"
"SSH2"	"85464"
"LRRC37B"	"114659"
"RPL27"	"6155"
"CA10"	"56934"
"NOL11"	"25926"
"FOXK2"	"3607"
"SPAG5"	"10615"
"TOP2A"	"7153"
"NUP88"	"4927"
"MRPS7"	"51081"
"MRPL38"	"64978"
"AC002316.1"	NA
"ERBB2"	"2064"
"KLHL10"	"317719"
"BRCA1"	"672"
"COL1A1"	"1277"
"BIRC5"	"332"
"NUFIP2"	"57532"
"NSRP1"	"84081"
"VPS25"	"84313"
"HEXIM1"	"10614"
"RSAD1"	"55316"
"MIS12"	"79003"
"TBX2"	"6909"
"MED13"	"9969"
"ZBTB4"	"57659"
"CASKIN2"	"57513"
"PFAS"	"5198"
"MINK1"	"50488"
"TLK2"	"11011"
"CCDC137"	"339230"
"AXIN2"	"8313"
"NFE2L1"	"4779"
"PPM1E"	"22843"
"SOX9"	"6662"
"NLGN2"	"57555"
"LLGL1"	"3996"
"CLUH"	"23277"
"RUNDC3A"	"10900"
"CACNA1G"	"8913"
"DDX42"	"11325"
"YBX2"	"51087"
"GPS2"	"2874"
"WSB1"	"26118"
"CRLF3"	"51379"
"NPEPPS"	"9520"
"ARHGAP6"	"395"
"WAS"	"7454"
"CCDC22"	"28952"
"SHROOM4"	"57477"
"PCDH11X"	"27328"
"RPL10"	"6134"
"NRK"	"203447"
"FRMPD3"	"84443"
"COL4A6"	"1288"
"FLNA"	"2316"
"ADGRG2"	"10149"
"DMD"	"1756"
"OPHN1"	"4983"
"NEXMIF"	"340533"
"ABCB7"	"22"
"OPN1LW"	"5956"
"TXLNG"	"55787"
"SH3KBP1"	"30011"
"PDZD4"	"57595"
"TFE3"	"7030"
"STAG2"	"10735"
"L1CAM"	"3897"
"RBMX"	"27316"
"GLA"	"2717"
"IL1RAPL2"	"26280"
"ATP6AP2"	"10159"
"TEX11"	"56159"
"RIBC1"	"158787"
"PHF8"	"23133"
"MORC4"	"79710"
"EFHC2"	"80258"
"OTUD5"	"55593"
"DIAPH2"	"1730"
"MID2"	"11043"
"COL4A5"	"1287"
"DOCK11"	"139818"
"RNF113A"	"7737"
"GPC3"	"2719"
"RPS6KA3"	"6197"
"CFAP47"	"286464"
"NYAP1"	"222950"
"SLC4A2"	"6522"
"GTF2IRD1"	"9569"
"HUS1"	"3364"
"PMPCB"	"9512"
"DOCK4"	"9732"
"UBN2"	"254048"
"HDAC9"	"9734"
"SP4"	"6671"
"DMTF1"	"9988"
"SMO"	"6608"
"CDK5"	"1020"
"FOXK1"	"221937"
"KLHDC10"	"23008"
"SRPK2"	"6733"
"RBM28"	"55131"
"SLC13A4"	"26266"
"COBL"	"23242"
"GTF2I"	"2969"
"NCF1"	"653361"
"SEMA3C"	"10512"
"HERPUD2"	"64224"
"ZMIZ2"	"83637"
"SRRT"	"51593"
"TWIST1"	"7291"
"CCZ1"	"51622"
"USP42"	"84132"
"AUTS2"	"26053"
"INTS1"	"26173"
"LMTK2"	"22853"
"TTYH3"	"80727"
"LUC7L2"	"51631"
"ST7"	"7982"
"ATP6V1F"	"9296"
"CALD1"	"800"
"RFC2"	"5982"
"BUD31"	"8896"
"DNAJB9"	"4189"
"WNT2"	"7472"
"LFNG"	"3955"
"VPS41"	"27072"
"XPO4"	"64328"
"MRPS31"	"10240"
"MRPL57"	"78988"
"LCP1"	"3936"
"SPRY2"	"10253"
"MPHOSPH8"	"54737"
"MYCBP2"	"23077"
"PCID2"	"55795"
"IPO5"	"3843"
"CHAMP1"	"283489"
"FNDC3A"	"22862"
"TUBGCP3"	"10426"
"PCDH17"	"27253"
"RB1"	"5925"
"SMC2"	"10592"
"GOLGA2"	"2801"
"TUT7"	"79670"
"TGFBR1"	"7046"
"PAPPA"	"5069"
"DENND1A"	"57706"
"DOLPP1"	"57171"
"TOPORS"	"10210"
"NOL6"	"65083"
"TESK1"	"7016"
"CD72"	"971"
"TLE1"	"7088"
"CIZ1"	"25792"
"SPOUT1"	"51490"
"PRRC2B"	"84726"
"FUT7"	"2529"
"UBAP2"	"55833"
"PAX5"	"5079"
"PTCH1"	"5727"
"NR6A1"	"2649"
"ANAPC2"	"29882"
"RCL1"	"10171"
"ABL1"	"25"
"RABL6"	"55684"
"SNAPC3"	"6619"
"SMARCA2"	"6595"
"ENDOG"	"2021"
"CACNA1B"	"774"
"GPR107"	"57720"
"GRIN1"	"2902"
"RPL12"	"6136"
"RAPGEF1"	"2889"
"UBAP1"	"51271"
"GART"	"2618"
"NRIP1"	"8204"
"TRAPPC10"	"7109"
"NCAM2"	"4685"
"ATP5PO"	"539"
"ITSN1"	"6453"
"SLC22A17"	"51310"
"MIS18BP1"	"55320"
"DLGAP5"	"9787"
"MTHFD1"	"4522"
"DLST"	"1743"
"WDR25"	"79446"
"PSMA3"	"5684"
"PSEN1"	"5663"
"DICER1"	"23405"
"RTRAF"	"51637"
"INF2"	"64423"
"SCFD1"	"23256"
"MAP4K5"	"11183"
"BMP4"	"652"
"ALKBH1"	"8846"
"NFATC4"	"4776"
"NRDE2"	"55051"
"HSP90AA1"	"3320"
"POLE2"	"5427"
"ZC3H14"	"79882"
"BAZ1A"	"11177"
"WDHD1"	"11169"
"ROCK1"	"6093"
"SMCHD1"	"23347"
"DSC3"	"1825"
"GATA6"	"2627"
"PTPN2"	"5771"
"ANKRD12"	"23253"
"PPP4R1"	"9989"
"FAM210A"	"125228"
"NEDD4L"	"23327"
"RBBP8"	"5932"
"NETO1"	"81832"
"ASXL3"	"80816"
"PHLPP1"	"23239"
"SEH1L"	"81929"
"CDH20"	"28316"
"ORC2"	"4999"
"PIKFYVE"	"200576"
"ETAA1"	"54465"
"ZNF638"	"27332"
"SPR"	"6697"
"KDM3A"	"55818"
"STRN"	"6801"
"RRM2"	"6241"
"FMNL2"	"114793"
"ITGA4"	"3676"
"DGKD"	"8527"
"ID2"	"3398"
"TTL"	"150465"
"FAM126B"	"285172"
"MAP2"	"4133"
"USP37"	"57695"
"ZNF513"	"130557"
"AFTPH"	"54812"
"LRRTM1"	"347730"
"GLI2"	"2736"
"NCOA1"	"8648"
"SPAST"	"6683"
"WDR75"	"84128"
"INO80D"	"54891"
"ATAD2B"	"54454"
"PPP1R7"	"5510"
"MDH1"	"4190"
"POLR1A"	"25885"
"SH3RF3"	"344558"
"CLASP1"	"23332"
"GBX2"	"2637"
"PTCD3"	"55037"
"SPATS2L"	"26010"
"SCN1A"	"6323"
"GTF3C3"	"9330"
"FARSB"	"10056"
"NGEF"	"25791"
"SRSF7"	"6432"
"ZFP36L2"	"678"
"AAK1"	"22848"
"MRPS5"	"64969"
"ODC1"	"4953"
"ROCK2"	"9475"
"EN1"	"2019"
"KIF1A"	"547"
"NCAPH"	"23397"
"CNOT11"	"55571"
"DPP10"	"57628"
"ASXL2"	"55252"
"PRKCE"	"5581"
"NRXN1"	"9378"
"DDX18"	"8886"
"ERCC3"	"2071"
"XRCC5"	"7520"
"GIGYF2"	"26058"
"TLN2"	"83660"
"USP3"	"9960"
"EFL1"	"79631"
"DLL4"	"54567"
"MAP1A"	"4130"
"AQR"	"9716"
"TCF12"	"6938"
"ZNF710"	"374655"
"DNAJC17"	"55192"
"FAM214A"	"56204"
"SNX1"	"6642"
"C15orf39"	"56905"
"MRPL46"	"26589"
"LEO1"	"123169"
"MYO9A"	"4649"
"TJP1"	"7082"
"AP4E1"	"23431"
"ICE2"	"79664"
"GABRG3"	"2567"
"GABPB1"	"2553"
"DMXL2"	"23312"
"MYO5A"	"4644"
"VPS18"	"57617"
"NEO1"	"4756"
"FAM98B"	"283742"
