type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 10 0.13612960144705416 1.6881414787345494 0.8781622080492671 1.0463209287395523 1.3751646492005545
splice_donor_variant 20 -0.40348291915515266 0.7956105960685665 0.2926519774224786 0.34869171777997454 0.45828054336796653
stop_gained 3 -0.12145106549287814 0.6870309759387635 0.6525016185902639 0.7774487370437186 1.0217897686860302
frameshift_variant 0 nan nan nan nan nan
stop_lost 1 -0.14512351366902398 0.0 0.0 0.0 0.0
start_lost 4 -0.6270060668610975 0.7654273713007851 0.6295640128948957 0.7501188238747694 0.9858704542354112
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 818 -0.02911519601557734 1.0672504649514252 0.06138405907183354 0.07313845336218464 0.09612482441887124
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 262 -0.006111988021862533 1.026109792600566 0.10428193687392748 0.12425081840297741 0.16330107561534177
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 1 nan nan nan nan nan
synonymous_variant 727 -0.1018042827707061 1.0049364828032732 0.061310846143990204 0.07305122093752024 0.09601017608931232
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 3 -1.0513037756135823 0.0 0.0 0.0 0.0
5_prime_UTR_variant 460 -0.08271946028626585 0.9855811217453636 0.07559261384868617 0.09006779522396649 0.11837481658007025
3_prime_UTR_variant 2498 -0.08366081820755258 0.9789016002612144 0.03221875272821698 0.03838830112298193 0.0504531957616334
non_coding_transcript_exon_variant 4287 -0.0950308902002918 0.9819813965977718 0.024671321956414062 0.029395617650195476 0.03863424034025691
intron_variant 134851 -0.09747424215949611 0.9815531051027748 0.004396961043820061 0.005238932307530285 0.006885453889896946
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 9792 -0.06194473291328689 1.0373488532208432 0.017244675681540565 0.020546847620558972 0.027004428301306078
downstream_gene_variant 8632 -0.07087609017759551 1.0146115092082593 0.017964286423585517 0.021404256164272103 0.028131308101614766
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 867 -0.08061623362047778 0.9902919696847058 0.05532476920737553 0.06591887394921339 0.08663623433325189
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 10467 -0.10519801316013969 0.9809371772834755 0.015772334706255837 0.018792569011709084 0.024698804986817653
feature_truncation 0 nan nan nan nan nan
intergenic_variant 75626 -0.07406136049860723 1.023232063553083 0.006120747694361594 0.007292805763494665 0.00958483043202156
