type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 4 -0.043265067157908704 0.5459717171470343 0.44906173735343574 0.5350522828040936 0.7032115716853802
splice_donor_variant 10 -0.4862840827396083 0.4343428897135947 0.22594285839555886 0.2692085121308786 0.3538169016577262
stop_gained 5 1.1170727388601946 2.0349184956722355 1.497021091963266 1.783684705317934 2.344271326989285
frameshift_variant 0 nan nan nan nan nan
stop_lost 1 1.4748307886566976 0.0 0.0 0.0 0.0
start_lost 4 nan nan nan nan nan
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 498 -0.18207543250003275 0.8891667826689659 0.06554422926250493 0.07809525188723991 0.10263947390894389
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 125 -0.001864228614550858 1.2436818277393813 0.18298697778578374 0.2180270373617849 0.28654982053263156
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 0 nan nan nan nan nan
synonymous_variant 436 -0.183232422182678 0.9752428367769436 0.07683081263604964 0.09154309590678256 0.12031378319177137
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 0 nan nan nan nan nan
5_prime_UTR_variant 287 -0.09687499106166794 1.0719975817275786 0.10409233711603988 0.12402491230847304 0.16300417046256457
3_prime_UTR_variant 1331 -0.28056333749003143 0.8352223705140486 0.037659885256924444 0.04487135264654827 0.058973777764034875
non_coding_transcript_exon_variant 3213 -0.10607379547818375 0.9992494407579037 0.028999095579571935 0.034552113882043156 0.045411349673542434
intron_variant 37319 -0.12077478667647193 0.9724674213737751 0.00828086995259816 0.00986656845415951 0.012967489968323928
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 5135 -0.0880627731476962 0.971590961028434 0.022303814484144632 0.026574757683236156 0.03492682438368181
downstream_gene_variant 3472 -0.08777026364070298 0.9770799019413585 0.02727759796535394 0.03250096778850682 0.04271555766489468
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 205 -0.1062391573385452 0.9420978139401355 0.10823929822020648 0.12896597234748006 0.1694981350852595
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 2162 -0.052532986518149076 1.0305661901592522 0.036459771952360887 0.0434414304113236 0.057094451397739596
feature_truncation 0 nan nan nan nan nan
intergenic_variant 11307 -0.11291117420715718 0.9556951879961122 0.01478466898452608 0.017615775811350223 0.023152162494917434
