type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 14 -0.3767497365739715 0.5908575488457796 0.2597674151799699 0.3095101117037939 0.4067847182392719
splice_donor_variant 19 -0.014032318330136856 0.816497006515058 0.30813689262230476 0.36714182950742696 0.4825292616383326
stop_gained 11 -0.2504653506014446 0.9424269763064675 0.4674307387836941 0.5569387525933377 0.7319766462655296
frameshift_variant 0 nan nan nan nan nan
stop_lost 3 -0.09824968755921663 0.7651817167923788 0.7267245964281035 0.8658846255313574 1.1380197935554983
start_lost 1 nan nan nan nan nan
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 804 -0.1551062765120186 0.8588958656195789 0.04982856613841881 0.05937020646279688 0.07802941420824733
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 253 -0.23272468858133674 0.8255748768748773 0.08538117164757052 0.10173075770774359 0.13370328155874872
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 1 nan nan nan nan nan
synonymous_variant 748 -0.1889445045813813 0.835239215603518 0.05023726413695518 0.059857165780201914 0.0786694178825511
coding_sequence_variant 1 nan nan nan nan nan
mature_miRNA_variant 8 0.09015110262451306 0.99384357035264 0.5780147768087887 0.6886984574743014 0.9051465441090818
5_prime_UTR_variant 568 -0.21444535193873718 0.8450366125343366 0.05832668047307305 0.06949561928706577 0.09133709963442929
3_prime_UTR_variant 2696 -0.1880177481143051 0.8707834750940332 0.027587740815201007 0.03287049969470758 0.04320122817018711
non_coding_transcript_exon_variant 5427 -0.19141698459582415 0.8899867127842633 0.019873278299433063 0.023678799675920244 0.03112070814549518
intron_variant 162235 -0.1982056125566186 0.8962020486317561 0.003660155680963671 0.004361036556041821 0.005731648045083536
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 11555 -0.21730766121161021 0.8984606218005057 0.01374928058326888 0.016382121546022494 0.021530788317629564
downstream_gene_variant 10112 -0.20858261888315988 0.875834102350987 0.014327460609515138 0.01707101689644357 0.022436193635325834
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 806 -0.16594488171256738 0.947632840609872 0.05490836150861462 0.06542272860600891 0.08598415759646885
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 11466 -0.21956772067442784 0.8908950352564469 0.01368631313838276 0.01630709650530712 0.021432183978403643
feature_truncation 0 nan nan nan nan nan
intergenic_variant 102366 -0.18500051951710692 0.9028006838058378 0.004641730428944051 0.00553057242597589 0.007268752331282599
