type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 17 -0.2332030984031751 1.105253481953427 0.44096420099376454 0.5254041543755492 0.6905311743221504
splice_donor_variant 25 -0.07142703171546932 0.8988089060718755 0.295708130097647 0.35233309118017514 0.46306634840823024
stop_gained 25 -0.16907156524137812 0.992737560688199 0.3266106574664175 0.389153123789774 0.5114583912665601
frameshift_variant 0 nan nan nan nan nan
stop_lost 2 1.0395042077064818 1.1076684180478904 1.288429552769395 1.5351501054273642 2.017625852847393
start_lost 2 nan nan nan nan nan
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 1326 -0.10838798307707126 0.9153332319013927 0.04134979590601396 0.04926784193056982 0.06475202082303462
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 309 -0.014472411604760337 1.1144670708862148 0.10429269821931048 0.12426364043151887 0.16331792742428194
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 5 0.48503157572238437 1.0293559354452249 0.7572625389057762 0.9022702591217759 1.1858409119886197
synonymous_variant 1061 -0.15022906228248128 0.916464358661043 0.0462832439055917 0.05514599273857735 0.07247759045641594
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 4 -0.20713382341204467 0.5698053097131095 0.46866486723903256 0.5584092035188473 0.7339092389104851
5_prime_UTR_variant 954 -0.1225895492177842 0.9723911898997593 0.051788428212766593 0.06170536127478572 0.08109847481828981
3_prime_UTR_variant 3046 -0.15398105168357767 0.9194889555065986 0.02740611462654555 0.0326540940231181 0.04291680928752665
non_coding_transcript_exon_variant 5613 -0.08641178282878441 0.9866657143923896 0.02166398859440643 0.02581241194227149 0.03392488426698539
intron_variant 130106 -0.08990532043684565 0.9814888175468661 0.004476129014894556 0.005333260102853087 0.007009427563749773
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 13927 -0.10179621549752169 0.953784087048461 0.013294964648381579 0.01584080894275252 0.020819348896189024
downstream_gene_variant 11570 -0.08823991779886703 0.9578511313707766 0.014648637749984704 0.017453696042534966 0.022939143370188812
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 575 -0.1752941920230952 0.9578734114189816 0.0657113059174276 0.07829432194416906 0.10290110884090792
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 7971 -0.09394818686725129 0.9880120390157927 0.01820420570201622 0.02169011743218954 0.028507011482306253
feature_truncation 0 nan nan nan nan nan
intergenic_variant 66437 -0.11886807172812293 0.9631470453277444 0.006146862412534196 0.007323921172381171 0.009625724969415253
