type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 16 -0.01794303427596506 0.7274632389040063 0.2991692569992726 0.3564569870629631 0.4684863258541801
splice_donor_variant 15 0.32137764104702077 1.5770974919489698 0.6698519312758017 0.7981214500307424 1.0489596200404043
stop_gained 5 1.2468342412183973 2.032694236977213 1.495384779655175 1.781735056610421 2.341708931545125
frameshift_variant 0 nan nan nan nan nan
stop_lost 1 nan nan nan nan nan
start_lost 2 -0.9424283038991439 0.5101867509829953 0.5934444610746958 0.7070827621315524 0.9293087730871833
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 514 -0.033048220994012716 0.9425942819250819 0.0683926046534517 0.08148906086368714 0.1070999085637031
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 225 -0.11932667137854247 0.9742686291754089 0.10684479299956984 0.12730443421225343 0.1673143992503902
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 0 nan nan nan nan nan
synonymous_variant 530 -0.1504062739484135 0.8334094836045733 0.0595506362047328 0.07095394952053269 0.09325376222698582
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 3 -0.8737009335943484 0.0 0.0 0.0 0.0
5_prime_UTR_variant 484 -0.10894138570677735 0.9225196500929255 0.06897931020013011 0.08218811428100609 0.108018664483608
3_prime_UTR_variant 1903 -0.05869040556433414 1.0453569604491357 0.03941950109819387 0.04696791620210334 0.06172926129419296
non_coding_transcript_exon_variant 4453 -0.0904122114341742 0.9619147110689653 0.023712433251736026 0.028253111959515263 0.03713266143250578
intron_variant 150350 -0.1018322708543858 0.9673159022823621 0.0041037652868857665 0.00488959268224687 0.00642632181095303
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 9200 -0.11932782532221738 0.9079385884487906 0.015571428757849537 0.0185531917114803 0.02438419482080268
downstream_gene_variant 8504 -0.12305217848097787 0.9331197290656877 0.0166453008239162 0.019832698854027813 0.026065832779579412
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 735 -0.09561142785506362 0.931104085247352 0.0564963596467294 0.06731481149397546 0.08847089510636776
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 9666 -0.0533240787892888 0.9815086362134067 0.016422400232021666 0.019567115170068365 0.02571677993780414
feature_truncation 0 nan nan nan nan nan
intergenic_variant 76816 -0.05716510290658105 0.9761649338380388 0.005793796814987292 0.006903247268921029 0.00907283926772478
