type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 12 0.20733802583496996 1.4655209087489933 0.6959327879867133 0.8291965133458712 1.0898011318260021
splice_donor_variant 26 -0.0752086129405798 1.1549865188727275 0.37261140469865045 0.44396252474732817 0.5834936039536314
stop_gained 22 -0.1235892284946243 1.0467775262885002 0.3671207668825941 0.43742048820053764 0.5748954987778495
frameshift_variant 0 nan nan nan nan nan
stop_lost 2 nan nan nan nan nan
start_lost 4 0.3552218553557718 0.7591270276272631 0.624381980223424 0.7439444870747178 0.977755611583915
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 981 -0.12121052761087514 0.966262211640004 0.050748872069072096 0.060466741188681644 0.07947057413369588
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 307 -0.1728749824338931 0.8618863921585083 0.08091829782219209 0.09641329102218632 0.1267146110577306
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 2 0.7777066141787584 0.821180896958937 0.9551899454497487 1.1380986584082111 1.495786808193649
synonymous_variant 932 -0.16498598528851344 0.9497678055411656 0.051177066735288594 0.060976930578216196 0.08014110875994129
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 2 0.28507257516616147 1.6154112592749144 1.879031280854155 2.2388457814432483 2.942483027039698
5_prime_UTR_variant 755 -0.16050094589515587 0.9162649558281408 0.05485465689727629 0.06535874013292493 0.08590005846041564
3_prime_UTR_variant 2480 -0.14242478265551553 0.9627695449209838 0.03180258380659697 0.03789244028020065 0.04980149293969228
non_coding_transcript_exon_variant 4554 -0.1491068123266646 0.9654491226355197 0.023534164314718647 0.02804070641753711 0.036853499863048776
intron_variant 73691 -0.15016074551221914 0.9268108599697774 0.005616293447449235 0.006691753894833131 0.008794876547494973
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 7859 -0.11459339310616973 0.9597688821381074 0.01780938501684483 0.021219692786027887 0.02788873909020808
downstream_gene_variant 5647 -0.11219086781993681 0.9715097027698809 0.021266898131710496 0.02533928288033591 0.03330305749987005
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 397 -0.1941890590723667 0.8814371740294958 0.07277161472237555 0.08670660477559639 0.11395725199078384
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 4249 -0.12000315428113856 0.9549893437953322 0.02410022306466276 0.028715159396193925 0.03773992377785487
feature_truncation 0 nan nan nan nan nan
intergenic_variant 21606 -0.12608611540587705 0.9555185140674552 0.010693449498367643 0.012741131317204 0.016745486874039543
