type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 3 -0.6003124696891906 0.0 0.0 0.0 0.0
splice_donor_variant 9 -0.5351081663091957 0.37944756810528796 0.20806374984439957 0.2479057444954548 0.3258189784797406
stop_gained 6 -0.720279090944124 0.3108161949359818 0.2087343464801552 0.24870475325295086 0.32686910427530685
frameshift_variant 0 nan nan nan nan nan
stop_lost 2 -0.4365310339991032 0.8905233093581706 1.0358483915512902 1.2342023388696222 1.6220945025143607
start_lost 3 nan nan nan nan nan
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 474 -0.10550256832053373 1.0147489308232804 0.0766717425665039 0.09135356561115357 0.12006468623180185
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 133 -0.12898932143704842 0.8478140309210148 0.12093184575555999 0.14408900770875233 0.18937412441721735
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 0 nan nan nan nan nan
synonymous_variant 479 -0.07256736968616849 1.0136102612966629 0.07618494249266868 0.09077354850190311 0.11930237803107266
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 5 0.03848235219073635 0.6986487057730436 0.5139723535067551 0.6123925914123038 0.8048588344275994
5_prime_UTR_variant 321 -0.11940263555403863 0.9579613779626001 0.08795517278605326 0.10479765268125495 0.13773405780964937
3_prime_UTR_variant 1344 -0.04492302460198309 1.031622010746595 0.046289966621448846 0.05515400278300288 0.07248811794337522
non_coding_transcript_exon_variant 2550 -0.0723626224858181 1.0198136376141853 0.03322130033330929 0.03958282592904937 0.052023142649607744
intron_variant 55652 -0.07644197644704503 1.0130111617224724 0.007063821961929191 0.008416468720596483 0.011061644604212521
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 6157 -0.09062495732899227 0.9755089296472865 0.020450907043310068 0.024367038179263056 0.03202525017846002
downstream_gene_variant 5482 -0.0929215765933815 0.9927505619336244 0.022056496444528874 0.026280080870076956 0.03453953485781543
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 624 -0.0778731583394153 1.0116173353881066 0.066617736192238 0.07937432397373038 0.10432054007975994
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 5710 -0.09951029917450463 1.01394082233112 0.022072953924009615 0.02629968978179869 0.03456530657036399
feature_truncation 0 nan nan nan nan nan
intergenic_variant 29813 -0.08032535164350223 1.0049182840580566 0.009574008535705171 0.011407329319138076 0.014992489962295758
