type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 23 0.23194335815371558 1.3423222522958496 0.46042486986728304 0.5485913343099542 0.7210057536645113
splice_donor_variant 40 -0.2173372633058505 0.9867548476561477 0.2566523086887843 0.305798495458977 0.4019065940317984
stop_gained 17 -0.014706065628791575 1.4232972177004644 0.5678544611057648 0.6765925494026134 0.8892359220720062
frameshift_variant 0 nan nan nan nan nan
stop_lost 1 nan nan nan nan nan
start_lost 6 0.5858191634133182 1.1704614265204267 0.7860449517287625 0.936564197804483 1.2309129456858918
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 1253 -0.16150103431543741 0.8228922800498817 0.038241362276791604 0.045564176329794245 0.05988434603344387
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 365 -0.22207832741206154 0.7804064193848431 0.06719551753146018 0.0800627442928036 0.10522532107054189
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 0 nan nan nan nan nan
synonymous_variant 1142 -0.18384882065061872 0.8503120593243225 0.04139150223901317 0.049317534582653984 0.06481733116577382
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 11 -0.4859033147980318 0.7153122614193945 0.35478498305164435 0.4227225329977039 0.5555781862255538
5_prime_UTR_variant 856 -0.17169779758574608 0.8654368876526843 0.04865913924372862 0.057976846758485155 0.07619814145400906
3_prime_UTR_variant 3618 -0.20633118623877333 0.8260792798979097 0.02259193085390037 0.026918045272732356 0.03537800235844824
non_coding_transcript_exon_variant 7628 -0.21815537374004748 0.8564230261186898 0.0161305395927118 0.01921936632323108 0.025259738596246563
intron_variant 226890 -0.20649441100830002 0.8544752895985912 0.0029509220169293485 0.0035159921903839043 0.004621018307361703
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 14448 -0.2269735389645867 0.8369191357746549 0.011453692879560334 0.013646953218199545 0.01793599565820512
downstream_gene_variant 12487 -0.22943329018607958 0.830912548939905 0.012231850500407001 0.014574119745165788 0.01915455737936075
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 1134 -0.21920958519698197 0.8283565241780374 0.04046473234887156 0.04821329811780441 0.06336604895482865
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 16998 -0.21324156729070673 0.8761364819953437 0.011054491100800323 0.013171308545634428 0.017310862659976677
feature_truncation 0 nan nan nan nan nan
intergenic_variant 115125 -0.23125169261698364 0.8546148506354685 0.004143348999045174 0.004936756254181484 0.006488308219781378
