type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 16 -0.32345256334723366 0.6025023350080957 0.24777908527207937 0.29522614415396686 0.38801150374521365
splice_donor_variant 27 -0.22293493208584117 0.9215586994186105 0.2917474194788846 0.3476139466131391 0.4568640441201257
stop_gained 10 -0.08342265101794824 1.0780402702324623 0.5607908081158107 0.6681762820103276 0.8781745420707163
frameshift_variant 0 nan nan nan nan nan
stop_lost 3 0.08765772497331824 0.0 0.0 0.0 0.0
start_lost 3 0.5363563095093703 1.1129314153207037 1.0569968099101243 1.2594004543609991 1.6552120257315988
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 1033 0.06139631167626429 1.044831032406852 0.05347635585109649 0.0637165090991788 0.08374169767320641
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 299 -0.06896359471881426 1.0021077122589594 0.09533331889053205 0.11358863527382541 0.14928792064559912
incomplete_terminal_codon_variant 1 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 1 nan nan nan nan nan
synonymous_variant 870 0.009746177637635954 1.0122154948923443 0.05645199015687148 0.0672619457188256 0.08840141437331364
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 2 -0.5117378032882902 0.44214146204108284 0.5142948168571589 0.612776803063849 0.8053637983124873
5_prime_UTR_variant 714 -0.0075847997361314645 1.0877408704943878 0.06696413192197641 0.07978705080065274 0.10486298105228646
3_prime_UTR_variant 2775 -0.11897129291862765 0.9508595464629492 0.029692774470839515 0.035378624901425806 0.04649762129901677
non_coding_transcript_exon_variant 5726 -0.12895917815468635 0.9483915744803703 0.020617116144572473 0.024565074555235284 0.032285526558309234
intron_variant 159967 -0.10609393652232578 0.9769911441855204 0.004018290488038524 0.004787750368726752 0.006292471913183732
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 12507 -0.10311998217639248 0.9446386851125208 0.013894888122549348 0.016555611380058798 0.02175880352807728
downstream_gene_variant 10366 -0.10889563538083846 0.9434867811307937 0.0152439010070224 0.01816294588070754 0.023871300300358483
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 773 -0.07586760780186953 0.9812472295830759 0.0580570011080422 0.06917429919256092 0.09091479322450863
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 9562 -0.11760682634006242 0.9374988177037943 0.015771110016462163 0.018791109806848533 0.024696887174715215
feature_truncation 0 nan nan nan nan nan
intergenic_variant 83080 -0.10046205199085208 0.9643252645688312 0.005503528292573307 0.0065573954124277705 0.0086182911134765
