type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 21 -0.3188638835875708 0.7475376746221145 0.2683424250049902 0.3197271446867968 0.4202128187312187
splice_donor_variant 47 -0.3144760977711158 0.8482967103982609 0.20354702358014184 0.24252411320187114 0.31874597735103066
stop_gained 27 -0.16321237508293976 0.9382940085293192 0.29704549029120614 0.35392654162356474 0.4651605975623994
frameshift_variant 0 nan nan nan nan nan
stop_lost 5 0.6577512221656698 1.3134870449035285 0.9662882392700012 1.1513221574280865 1.5131662640483423
start_lost 4 0.43015941422311665 1.4073317037116213 1.1575303263028085 1.3791850696373888 1.8126432343805683
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 2052 -0.14379670847428316 0.8988841682726344 0.032642315304747385 0.03889297142693306 0.05111647673254059
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 493 -0.15427147458057472 0.8960345314721575 0.06638457657590574 0.07909651677129194 0.10395542204226942
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 2 1.129891005055321 0.0 0.0 0.0 0.0
synonymous_variant 1709 -0.20712790905907413 0.8436326043277312 0.0335697592557064 0.0399980110280757 0.052568814494042354
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 6 0.0778526197122964 1.0510103661160008 0.7058253896978494 0.8409834430442461 1.1052925251438663
5_prime_UTR_variant 1091 -0.20962777186765408 0.8642844963457217 0.04304376479722743 0.05128618784350502 0.06740470402289231
3_prime_UTR_variant 5352 -0.18155111118180042 0.8771362435547698 0.0197230877286536 0.023499849208608543 0.03088551610274266
non_coding_transcript_exon_variant 8289 -0.21995395910664337 0.8352977428847546 0.01509232470661318 0.01798234433128379 0.02363393826397298
intron_variant 204956 -0.21297656421673486 0.852289793020071 0.003096869261070444 0.0036898867791477627 0.004849565481165631
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 19554 -0.21455800834805738 0.8541667362985398 0.010048257400475992 0.011972391796311821 0.015735143503724108
downstream_gene_variant 15873 -0.2122125737344546 0.8581135045557006 0.011204207180275537 0.013349693661604893 0.01754531166953786
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 1229 -0.22566408342954836 0.8612974293141893 0.04041504920049635 0.04815410117505948 0.06328824725864961
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 14895 -0.21937604525411494 0.8560059168041831 0.011537784288505574 0.013747147237368343 0.01806767922625554
feature_truncation 0 nan nan nan nan nan
intergenic_variant 92256 -0.21794479168891262 0.8451374944307776 0.004577158603807391 0.00545363578325987 0.007167635600855829
