type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 10 0.20927861008621287 1.1477791710297849 0.5970686129577446 0.7114009005453977 0.9349840407168085
splice_donor_variant 31 -0.48813848425559137 0.6297982368861511 0.18607434369782205 0.2217056010016603 0.2913845041736107
stop_gained 12 -0.19212532427758544 0.6744362266015299 0.32026993316574465 0.38159821824003615 0.5015290868297618
frameshift_variant 0 nan nan nan nan nan
stop_lost 0 nan nan nan nan nan
start_lost 4 nan nan nan nan nan
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 835 -0.04271583706358044 0.9682701080836897 0.055121266711618634 0.06567640289043923 0.08631755808457726
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 282 -0.07833346798555113 1.008797907819144 0.09882015278067674 0.11774316075995525 0.1547481541416555
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 1 1.322841765163578 0.0 0.0 0.0 0.0
synonymous_variant 844 -0.11857779709966357 0.9068668563784879 0.05134973525398913 0.06118266328134875 0.0804115003126298
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 4 -0.25810195710949424 0.7790204168192589 0.6407442928338405 0.7634400084828737 1.0033782968632055
5_prime_UTR_variant 741 -0.09755222346942703 0.9238800596300485 0.05583061245109225 0.06652158079279076 0.08742836332766786
3_prime_UTR_variant 3008 -0.12578609948563857 0.9141361331047632 0.027418131940117146 0.032668412524394896 0.04293562788920472
non_coding_transcript_exon_variant 5384 -0.12435865728712257 0.9412357158657163 0.021101424537885296 0.025142122853650566 0.033043932893369314
intron_variant 126264 -0.09800332637626277 0.9645770769730324 0.004465427753733638 0.005320509664023059 0.006992669844144592
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 9846 -0.0992948225641807 0.9690728997628938 0.016065432997825996 0.019141792508047994 0.025157784439148796
downstream_gene_variant 8366 -0.1323698697956953 0.9330344507849607 0.016780490521565293 0.019993775940588432 0.0262775340933448
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 567 -0.0921123645803752 0.9730437599614588 0.06722127487285483 0.08009343389106106 0.10526565597110883
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 7847 -0.09091549151824967 0.9891534706393932 0.01836867182543603 0.021886077068604636 0.028764558433023234
feature_truncation 0 nan nan nan nan nan
intergenic_variant 60464 -0.16600164241322393 0.9260148254671703 0.006194915755284095 0.007381176219061901 0.009700974459338499
