type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 15 0.16369941681078584 1.0430557956977404 0.4430245706073047 0.5278590628512567 0.6937576254616517
splice_donor_variant 29 -0.2886466056369505 0.6198373419952625 0.18934098845616626 0.22559777347968746 0.2964999308590178
stop_gained 19 -0.10075108768180781 0.7805543238747628 0.2945725237968007 0.3509800283536349 0.46128803726477735
frameshift_variant 0 nan nan nan nan nan
stop_lost 1 -0.04159120180863894 0.0 0.0 0.0 0.0
start_lost 2 0.10950452110417086 0.8212839082812815 0.9553097672572642 1.138241424817166 1.4959744440454181
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 839 -0.19557166435983617 0.8551763038760666 0.0485669220063097 0.057866970901134955 0.07605373318434881
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 272 -0.25277187070951757 0.828528768765516 0.08263975922367381 0.09846439396863262 0.1294103463587743
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 0 nan nan nan nan nan
synonymous_variant 706 -0.1742005848541582 0.8554271671844665 0.05295983099203483 0.06310107522455213 0.0829328417236971
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 4 0.9752031103548218 1.2611555168193052 1.0373004125838785 1.2359324064829191 1.6243683056632652
5_prime_UTR_variant 596 -0.17287399467106224 0.8553653201516759 0.0576360767092991 0.06867277224937765 0.09025564352775349
3_prime_UTR_variant 2935 -0.13260692570563903 0.9514810349667661 0.028890960851845154 0.03442327250432614 0.04524201529140007
non_coding_transcript_exon_variant 5166 -0.1618490321477451 0.9147957294526368 0.020936921748920662 0.024946119530628873 0.032786328525969376
intron_variant 152751 -0.15038769762921678 0.9180384975141945 0.0038639790651736313 0.004603889949994114 0.006050826791420836
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 11454 -0.14511154923495548 0.934408257570496 0.014362299556878927 0.017112527131600424 0.02249074994438913
downstream_gene_variant 10073 -0.11510800537003411 0.9741507628052373 0.015966607900433513 0.019024043455835676 0.02500302854195546
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 964 -0.11657140128642961 0.9583285615566387 0.05077405126536157 0.060496741933196756 0.07951000368363002
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 12387 -0.11388998434266685 0.9609514394953568 0.014203136967468149 0.016922886599536516 0.022241508102247995
feature_truncation 0 nan nan nan nan nan
intergenic_variant 96046 -0.12264435653995283 0.9451022510964541 0.005016548998983833 0.005977164764746695 0.007855702262238513
