type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 7 -0.04826967828725291 0.9670819147711726 0.6012846873194808 0.7164243082955516 0.9415862337598678
splice_donor_variant 11 0.31754695865557475 0.9887719178274081 0.49041718844892074 0.5843268628327566 0.7679724482944802
stop_gained 9 0.29247001208970264 0.6869172154551291 0.3766596064745624 0.44878591409735097 0.5898329156708042
frameshift_variant 0 nan nan nan nan nan
stop_lost 1 nan nan nan nan nan
start_lost 0 nan nan nan nan nan
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 604 0.012750291876341345 1.0565489053291695 0.07071915085962385 0.08426111591784968 0.11074318092060245
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 177 -0.03636369230693013 0.9853839950941007 0.12183856440207155 0.14516935333012781 0.19079400723388226
incomplete_terminal_codon_variant 1 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 1 1.4095961018248448 0.0 0.0 0.0 0.0
synonymous_variant 553 -0.055525362958372085 1.0317615986154978 0.07217431926076866 0.08599493358729883 0.1130219127147356
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 0 nan nan nan nan nan
5_prime_UTR_variant 495 -0.07238712633007983 0.9894936170990614 0.07316043850768993 0.08716988417937523 0.11456613349289316
3_prime_UTR_variant 2049 -0.05505944331945085 0.9547401999133253 0.03469605777096445 0.04133998372710657 0.05433255004134007
non_coding_transcript_exon_variant 3421 -0.0823026858951433 0.9478823781171227 0.026658997544704483 0.03176391196815853 0.041746855729579785
intron_variant 85923 -0.07665921479675608 0.969087636064235 0.005438438716578438 0.0064798418750721815 0.008516363607237724
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 7184 -0.06910453496884697 0.9773800336725134 0.018969077168113517 0.022601453647113978 0.02970476765049266
downstream_gene_variant 5721 -0.026670331825000202 1.0015815235578807 0.021782926836809317 0.02595412559279408 0.034111136493386505
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 338 0.044073605343745416 1.1358389360939685 0.10163055662373562 0.12109172704104669 0.1591491269682328
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 4958 -0.0650502857125498 1.018682001218852 0.023798592564353665 0.028355769863910748 0.03726758324971127
feature_truncation 0 nan nan nan nan nan
intergenic_variant 41381 -0.08703937671025916 0.9533944486137328 0.007709709785911155 0.00918603719172393 0.012073077451980023
