type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 19 -0.08972480800155073 0.72939165145738 0.27526430004196634 0.32797448515638544 0.43105218049124944
splice_donor_variant 27 -0.15532599095626334 0.9095300021304505 0.28793936970872097 0.3430766958231569 0.4509008002247205
stop_gained 13 0.5472204477952927 1.459288531546813 0.6657871296215554 0.7932782821022787 1.0425943136201377
frameshift_variant 0 nan nan nan nan nan
stop_lost 2 -0.34205136952654946 1.5465088515828034 1.798884644116117 2.143351916393671 2.816976804403111
start_lost 3 nan nan nan nan nan
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 947 -0.16300781821246352 0.8895812144410192 0.04755284619261051 0.05665871035715294 0.07446573361225815
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 319 -0.17647055611459253 0.8095971413955725 0.07456577341099774 0.08884432576629518 0.11676682814998796
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 1 nan nan nan nan nan
synonymous_variant 902 -0.12634147063762316 0.8866856645427043 0.048565998331137845 0.057865870351994024 0.07605228674833502
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 4 -0.9038041599521975 0.0 0.0 0.0 0.0
5_prime_UTR_variant 822 -0.23134283021400012 0.8484785815715641 0.04868227634114703 0.058004414363919864 0.07623437316400897
3_prime_UTR_variant 3098 -0.20010983283346725 0.8731012129376705 0.025804163626413534 0.03074538644849272 0.040408222189447576
non_coding_transcript_exon_variant 5918 -0.2063214115851861 0.8637382619326271 0.018469731427047567 0.02200648850882263 0.028922813468738318
intron_variant 208032 -0.1925203184651322 0.8772828480382613 0.003164029095967297 0.003769907007961035 0.0049547349247487885
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 10589 -0.20139851637727194 0.848761920169628 0.013568264926053708 0.0161664433161491 0.02124732550122453
downstream_gene_variant 9367 -0.2126338198485569 0.8544535521540834 0.014522925240316795 0.017303910924632775 0.022742282929517365
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 698 -0.16071378115271948 0.8662527959838875 0.053936509834087945 0.06426477767465798 0.08446227922955049
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 11930 -0.2092197645534384 0.8566819113658373 0.012902244791875395 0.015372887411596215 0.020204366312383596
feature_truncation 0 nan nan nan nan nan
intergenic_variant 95123 -0.20694024703147948 0.8508125330490464 0.004537921842647192 0.0054068855997498454 0.007106192502528369
