type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 4 0.8573319257687311 1.2912468596271902 1.062050542043364 1.2654219224346464 1.663125955199821
splice_donor_variant 15 0.2613350372824131 1.3053587080552944 0.5544343682380399 0.6606026515176646 0.8682206277089307
stop_gained 16 -0.038605962688568474 1.4332954237958258 0.5894427430360334 0.7023147576599547 0.9230422529245118
frameshift_variant 0 nan nan nan nan nan
stop_lost 5 0.49909531460245604 1.3540960980592809 0.9961629537748373 1.186917561944487 1.5599487956984686
start_lost 4 -0.3810706637360024 0.8551300173308731 0.7033444392546432 0.8380274169842556 1.1014074623221646
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 814 -0.05343228921361195 1.0511965452604615 0.0606090706440328 0.0722150628950178 0.09491122551916627
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 212 -0.0736861585984929 1.055160768020626 0.11921107577989255 0.14203872858880814 0.18667947185957642
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 0 nan nan nan nan nan
synonymous_variant 794 -0.17869483716496487 0.9190958192094694 0.05365577123076018 0.06393028061537383 0.08402265452306275
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 8 -0.03873555698994682 0.7870468018785076 0.45774274251677055 0.5453956081050884 0.7168056563666875
5_prime_UTR_variant 472 -0.11077025812912857 0.9579722034349311 0.07253503262479835 0.086424719723164 0.11358677449330126
3_prime_UTR_variant 2136 -0.0576255056299236 0.9682530102261633 0.03446308363262638 0.04106239751972505 0.05396772245449578
non_coding_transcript_exon_variant 3920 -0.1039277129219394 0.9836627535481046 0.025844557210451168 0.03079351497415458 0.0404714768231746
intron_variant 111463 -0.11887834967410961 0.9648389388741051 0.004753958221290103 0.0056642906466435276 0.0074444962784457796
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 9284 -0.10988969136841042 0.950505097039937 0.016227543668125403 0.01933494564712814 0.025411642850511267
downstream_gene_variant 7616 -0.11008221930091473 0.9657356413241018 0.018203742949714812 0.02168956606774531 0.028506286831893837
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 568 -0.20363067107969104 0.8492516392284425 0.058617612855795816 0.06984226212605459 0.09179268736567174
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 9210 -0.11653645357562627 0.9459381038816663 0.01621432251000984 0.019319192777884065 0.025390939079504772
feature_truncation 0 nan nan nan nan nan
intergenic_variant 68659 -0.11436148612038821 0.9455911249646943 0.005936364411273326 0.007073115043219281 0.009296094056802484
