type n muZFreq sdZFreq ci90ZFreq ci95ZFreq ci99ZFreq
transcript_ablation 0 nan nan nan nan nan
splice_acceptor_variant 5 nan nan nan nan nan
splice_donor_variant 7 0.10111070251603702 0.9888980356878333 0.6148488944911166 0.7325859168404792 0.9628272049903442
stop_gained 7 -0.04158404369140161 1.189579296437824 0.7396227810439315 0.8812526752863865 1.1582178018049651
frameshift_variant 0 nan nan nan nan nan
stop_lost 1 nan nan nan nan nan
start_lost 1 nan nan nan nan nan
transcript_amplification 0 nan nan nan nan nan
inframe_insertion 0 nan nan nan nan nan
inframe_deletion 0 nan nan nan nan nan
missense_variant 260 -0.20851144565280497 0.8772213977429643 0.08949287186903146 0.10662980478012259 0.14014202913958967
protein_altering_variant 0 nan nan nan nan nan
splice_region_variant 89 -0.02792623744390889 1.1050704853614355 0.1926907551513486 0.2295889848611813 0.30174552296040974
incomplete_terminal_codon_variant 0 nan nan nan nan nan
start_retained_variant 0 nan nan nan nan nan
stop_retained_variant 0 nan nan nan nan nan
synonymous_variant 225 -0.14873576309161182 0.9189259345526372 0.1007755441559392 0.12007298878154458 0.1578102138271729
coding_sequence_variant 0 nan nan nan nan nan
mature_miRNA_variant 0 nan nan nan nan nan
5_prime_UTR_variant 179 -0.14091231899541196 0.9861053217767872 0.12124467937517003 0.14446174563850045 0.18986400855345775
3_prime_UTR_variant 706 -0.16655790206455282 0.9490171597112904 0.058754024088660615 0.07000479465882967 0.0920063015516047
non_coding_transcript_exon_variant 1697 -0.11481367110110217 0.9582984154956463 0.038267117614356354 0.04559486354050969 0.05992467779609846
intron_variant 36075 -0.11896462902004308 0.9370561511592095 0.008115744166661576 0.009669822836873367 0.012708910014176426
NMD_transcript_variant 0 nan nan nan nan nan
non_coding_transcript_variant 0 nan nan nan nan nan
upstream_gene_variant 3325 -0.06656844647025367 0.9865800112361901 0.02814507365836431 0.033534555848263856 0.044073987686289645
downstream_gene_variant 2856 -0.09086457941324957 0.9773532502586498 0.030084192733764857 0.03584499559767728 0.04711056564266156
TFBS_ablation 0 nan nan nan nan nan
TFBS_amplification 0 nan nan nan nan nan
TF_binding_site_variant 153 -0.10167408940676079 0.9855499630213684 0.1310686519967808 0.15616690450680268 0.2052479316375121
regulatory_region_ablation 0 nan nan nan nan nan
regulatory_region_amplification 0 nan nan nan nan nan
feature_elongation 0 nan nan nan nan nan
regulatory_region_variant 2085 -0.1286106847812091 0.9269517394642659 0.03339411945712717 0.039788738076577054 0.052293770043501275
feature_truncation 0 nan nan nan nan nan
intergenic_variant 19386 -0.05577864235278936 1.0107270882540382 0.011941412572731146 0.014228066044105194 0.018699743943681114
