"SYMBOL"	"ENTREZID"
"ELOVL4"	"6785"
"EMC1"	"23065"
"EMC7"	"56851"
"EML1"	"2009"
"ENDOG"	"2021"
"ENG"	"2022"
"ENO1"	"2023"
"ENSA"	"2029"
"EOMES"	"8320"
"EP300"	"2033"
"EPO"	"2056"
"EPRS1"	"2058"
"EPS15"	"2060"
"ERBB4"	"2066"
"ERCC3"	"2071"
"ERRFI1"	"54206"
"ESRRB"	"2103"
"EVI5L"	"115704"
"EXOSC6"	"118460"
"EXOSC8"	"11340"
"EYA2"	"2139"
"F13A1"	"2162"
"F2RL1"	"2150"
"FAAP20"	"199990"
"FAM111A"	"63901"
"FAM120AOS"	"158293"
"FAM126A"	"84668"
"FAM126B"	"285172"
"FAM149B1"	"317662"
"FAM160A1"	"729830"
"FAM160A2"	"84067"
"FAM161A"	"84140"
"FAM174C"	"55009"
"FAM214A"	"56204"
"FBLN1"	"2192"
"FBXL16"	"146330"
"FBXL19"	"54620"
"FBXL4"	"26235"
"FBXO25"	"26260"
"FBXO38"	"81545"
"FBXO41"	"150726"
"FBXW9"	"84261"
"FCGR1A"	"2209"
"FCHO2"	"115548"
"FCHSD2"	"9873"
"FDX1"	"2230"
"FER"	"2241"
"FGF4"	"2249"
"FIG4"	"9896"
"FLNA"	"2316"
"FLT4"	"2324"
"FLVCR2"	"55640"
"FMN2"	"56776"
"FNDC3A"	"22862"
"FNDC3B"	"64778"
"FNIP2"	"57600"
"FOXD3"	"27022"
"FOXI1"	"2299"
"FOXK1"	"221937"
"FOXO1"	"2308"
"FREM3"	"166752"
"FRMPD3"	"84443"
"FRMPD4"	"9758"
"FUT7"	"2529"
"FZD1"	"8321"
"FZD7"	"8324"
"GALNT5"	"11227"
"GAS8"	"2622"
"GATA6"	"2627"
"GATAD2A"	"54815"
"GATB"	"5188"
"GATM"	"2628"
"GDF15"	"9518"
"GDF6"	"392255"
"GET4"	"51608"
"GGA1"	"26088"
"GGPS1"	"9453"
"GIMAP8"	"155038"
"GJA3"	"2700"
"GJB2"	"2706"
"GK2"	"2712"
"GLDN"	"342035"
"GLG1"	"2734"
"GLI2"	"2736"
"GLMN"	"11146"
"GLRX2"	"51022"
"GLUL"	"2752"
"GNLY"	"10578"
"GNPAT"	"8443"
"GPAA1"	"8733"
"GPC2"	"221914"
"GPC3"	"2719"
"GPC6"	"10082"
"GPR137"	"56834"
"GPR162"	"27239"
"GRHL1"	"29841"
"GRM3"	"2913"
"GSC2"	"2928"
"GSK3A"	"2931"
"GTF2A1L"	"11036"
"GTF2F1"	"2962"
"GTF2H1"	"2965"
"GTF2I"	"2969"
"GTF2IRD1"	"9569"
"GTF3C3"	"9330"
"GTPBP10"	"85865"
"H3-3B"	"3021"
"HACE1"	"57531"
"HAND2"	"9464"
"HASPIN"	"83903"
"HAUS2"	"55142"
"HDAC4"	"9759"
"HDAC8"	"55869"
"HDC"	"3067"
"HECW1"	"23072"
"HECW2"	"57520"
"HERPUD2"	"64224"
"HES4"	"57801"
"HEXIM1"	"10614"
"HEY2"	"23493"
"HIBCH"	"26275"
"HINT3"	"135114"
"HMBOX1"	"79618"
"HMGA2"	"8091"
"HMGB1"	"3146"
"HMGCS2"	"3158"
"HMX1"	"3166"
"HNF4A"	"3172"
"HNRNPDL"	"9987"
"HOXA11"	"3207"
"HOXA13"	"3209"
"HOXB8"	"3218"
"HOXC10"	"3226"
"HOXC6"	"3223"
"HOXD12"	"3238"
"HOXD9"	"3235"
"HP1BP3"	"50809"
"HRG"	"3273"
"HROB"	"78995"
"HSD17B1"	"3292"
"HUS1"	"3364"
"ID1"	"3397"
"IDO2"	"169355"
"IFI35"	"3430"
"IFRD1"	"3475"
"IFT20"	"90410"
"IFT27"	"11020"
"IGIP"	"492311"
"IGSF9B"	"22997"
"IL10RA"	"3587"
"IL17RB"	"55540"
"IL1R1"	"3554"
"IL1RAPL2"	"26280"
"IL25"	"64806"
"ING5"	"84289"
"INO80D"	"54891"
"INPP5A"	"3632"
"INPPL1"	"3636"
"INTS13"	"55726"
"INTS7"	"25896"
"IP6K3"	"117283"
"IPMK"	"253430"
"IPO11"	"51194"
"IQSEC2"	"23096"
"IRAK4"	"51135"
"IRF2BP1"	"26145"
"IRF6"	"3664"
"IRS1"	"3667"
"ISY1"	"57461"
"ISY1-RAB43"	"100534599"
"ITGA2"	"3673"
"ITGA6"	"3655"
"ITGA8"	"8516"
"ITM2C"	"81618"
"JAGN1"	"84522"
"JAKMIP1"	"152789"
"JMJD6"	"23210"
"JPH4"	"84502"
"KANSL2"	"54934"
"KAT14"	"57325"
"KBTBD4"	"55709"
"KCNA4"	"3739"
"KCNB1"	"3745"
"KCND2"	"3751"
"KCNH2"	"3757"
"KCNH4"	"23415"
"KCTD7"	"154881"
"KDM3A"	"55818"
"KDM7A"	"80853"
"KIF14"	"9928"
"KIF5A"	"3798"
"KLHDC10"	"23008"
"KLHL10"	"317719"
"KLHL12"	"59349"
"KLHL2"	"11275"
"KLHL35"	"283212"
"KMT5A"	"387893"
"KPNA4"	"3840"
"L1CAM"	"3897"
"LAMB3"	"3914"
"LAMTOR4"	"389541"
"LAMTOR5"	"10542"
"LARP1"	"23367"
"LARS2"	"23395"
"LBR"	"3930"
"LCN6"	"158062"
"LCP2"	"3937"
"LEFTY2"	"7044"
"LEO1"	"123169"
"LGALS3"	"3958"
"LHCGR"	"3973"
"LHX3"	"8022"
"LHX4"	"89884"
"LIF"	"3976"
"LIN9"	"286826"
"LIPN"	"643418"
"LIX1L"	"128077"
"LKAAEAR1"	"198437"
"LLGL1"	"3996"
"LMO2"	"4005"
"LPIN3"	"64900"
"LRBA"	"987"
"LRRC37B"	"114659"
"LRRC43"	"254050"
"LRRTM1"	"347730"
"LRSAM1"	"90678"
"LSG1"	"55341"
"LSM1"	"27257"
"LSM11"	"134353"
"LTO1"	"220064"
"LYST"	"1130"
"MAGOH"	"4116"
"MAOA"	"4128"
"MAP2"	"4133"
"MAP2K2"	"5605"
"MAP4K5"	"11183"
"MAPK7"	"5598"
"MAPKAP1"	"79109"
"MARK4"	"57787"
"MASP1"	"5648"
"MBD6"	"114785"
"MBOAT7"	"79143"
"MCCC2"	"64087"
"MCHR2"	"84539"
"MCM2"	"4171"
"MCM5"	"4174"
"MED14"	"9282"
"MED21"	"9412"
"MED24"	"9862"
"MEX3B"	"84206"
"MFN1"	"55669"
"MFNG"	"4242"
"MGP"	"4256"
"MIA3"	"375056"
"MICALL1"	"85377"
"MID2"	"11043"
"MIEF1"	"54471"
"MIPOL1"	"145282"
"MLLT3"	"4300"
"MMACHC"	"25974"
"MNS1"	"55329"
"MNX1"	"3110"
"MOV10"	"4343"
"MPHOSPH10"	"10199"
"MPHOSPH8"	"54737"
"MPV17L2"	"84769"
"MRPL15"	"29088"
"MRPL16"	"54948"
"MRPL23"	"6150"
"MRPL3"	"11222"
"MRPL34"	"64981"
"MRPL45"	"84311"
"MRPL46"	"26589"
"MRPL48"	"51642"
"MRPL53"	"116540"
"MRPL57"	"78988"
"MRPL58"	"3396"
"MRPS2"	"51116"
"MRPS21"	"54460"
"MRPS23"	"51649"
"MRPS28"	"28957"
"MRPS5"	"64969"
"MRPS7"	"51081"
"MS4A7"	"58475"
"MTBP"	"27085"
"MTERF3"	"51001"
"MTHFD1"	"4522"
"MTMR3"	"8897"
"MTMR4"	"9110"
"MTPAP"	"55149"
"MTX2"	"10651"
"MYB"	"4602"
"MYCN"	"4613"
"MYH9"	"4627"
"MYLIP"	"29116"
"NAA80"	"24142"
"NAPA"	"8775"
"NBN"	"4683"
"NCAPD3"	"23310"
"NCAPH"	"23397"
"NCF1"	"653361"
"NDUFB2"	"4708"
"NDUFS8"	"4728"
"NECTIN4"	"81607"
"NEDD9"	"4739"
"NEO1"	"4756"
"NETO1"	"81832"
"NFATC2"	"4773"
"NFATC3"	"4775"
"NFATC4"	"4776"
"NFIX"	"4784"
"NFKB1"	"4790"
"NHS"	"4810"
"NIPBL"	"25836"
"NKX2-2"	"4821"
"NKX2-5"	"1482"
"NKX6-2"	"84504"
"NMD3"	"51068"
"NMNAT2"	"23057"
"NOB1"	"28987"
"NOC3L"	"64318"
"NOL10"	"79954"
"NOM1"	"64434"
"NOS1"	"4842"
"NOTCH1"	"4851"
"NPR3"	"4883"
"NR4A3"	"8013"
"NR5A2"	"2494"
"NRDC"	"4898"
"NRK"	"203447"
"NSDHL"	"50814"
"NSRP1"	"84081"
"NTN3"	"4917"
"NTN4"	"59277"
"NUAK1"	"9891"
"NUFIP2"	"57532"
"NUP133"	"55746"
"NVL"	"4931"
"ODC1"	"4953"
"OPHN1"	"4983"
"OPN1LW"	"5956"
"OPTC"	"26254"
"ORC1"	"4998"
"OSR2"	"116039"
"OTUD4"	"54726"
"OTUD5"	"55593"
"OTULIN"	"90268"
"OVGP1"	"5016"
"OXA1L"	"5018"
"P2RX2"	"22953"
"P4HA2"	"8974"
"PADI2"	"11240"
"PADI6"	"353238"
"PARK7"	"11315"
"PARP2"	"10038"
"PARP6"	"56965"
"PBX1"	"5087"
"PCDH11X"	"27328"
"PCDH18"	"54510"
"PCDH8"	"5100"
"PCSK2"	"5126"
"PDHA1"	"5160"
"PDX1"	"3651"
"PDZD4"	"57595"
"PDZD8"	"118987"
"PECR"	"55825"
"PELP1"	"27043"
"PER2"	"8864"
"PGAM5"	"192111"
"PGM5"	"5239"
"PHAX"	"51808"
"PHC3"	"80012"
"PHF20L1"	"51105"
"PHF3"	"23469"
"PHKA2"	"5256"
"PHLDB1"	"23187"
"PIGA"	"5277"
"PIK3AP1"	"118788"
"PIK3C2A"	"5286"
"PIK3C2B"	"5287"
"PIKFYVE"	"200576"
"PIP5K1A"	"8394"
"PITX2"	"5308"
"PLA2G3"	"50487"
"PLA2G4A"	"5321"
"PLAC8"	"51316"
"PLAU"	"5328"
"PLCD4"	"84812"
"PLEKHA5"	"54477"
"PLG"	"5340"
"PLK4"	"10733"
"PLPP7"	"84814"
"PLPPR5"	"163404"
"PLXNA2"	"5362"
"PMPCA"	"23203"
"PMS2"	"5395"
"PNLDC1"	"154197"
"PNPLA1"	"285848"
"POGK"	"57645"
"POLD3"	"10714"
"POLE2"	"5427"
"POLG2"	"11232"
"POLR1A"	"25885"
"POLR3C"	"10623"
"PPAT"	"5471"
"PPIF"	"10105"
"PPIL1"	"51645"
"PPM1D"	"8493"
"PPM1E"	"22843"
"PPM1F"	"9647"
"PPP1CA"	"5499"
"PPP1R13L"	"10848"
"PPP1R15B"	"84919"
"PPP1R16B"	"26051"
"PPP1R3C"	"5507"
"PPP2R1A"	"5518"
"PPP5C"	"5536"
"PRC1"	"9055"
"PREP"	"5550"
"PRMT3"	"10196"
"PRMT5"	"10419"
"PRMT7"	"54496"
"PROKR2"	"128674"
"PRPF18"	"8559"
"PRPF38B"	"55119"
"PRPF4B"	"8899"
"PRR13"	"54458"
"PRR14L"	"253143"
"PRR5"	"55615"
"PRSS12"	"8492"
"PRSS8"	"5652"
"PSMA3"	"5684"
"PSMA7"	"5688"
"PSMD2"	"5708"
"PTCD3"	"55037"
"PTGES2"	"80142"
"PTGFR"	"5737"
"PTMA"	"5757"
"PTPMT1"	"114971"
"PTPN14"	"5784"
"PTPRU"	"10076"
"PTPRZ1"	"5803"
"PTTG1IP"	"754"
"PUS1"	"80324"
"PWP1"	"11137"
"QRFP"	"347148"
"RAB1A"	"5861"
"RAB21"	"23011"
"RABGGTA"	"5875"
"RABL6"	"55684"
"RACGAP1"	"29127"
"RAD1"	"5810"
"RAD9B"	"144715"
"RALGPS2"	"55103"
"RANBP2"	"5903"
"RAP1B"	"5908"
"RAPGEF1"	"2889"
"RARRES2"	"5919"
"RASSF1"	"11186"
"RBBP6"	"5930"
"RBL1"	"5933"
"RBM14"	"10432"
"RBM5"	"10181"
"RCL1"	"10171"
"RCN1"	"5954"
"REPIN1"	"29803"
"REPS1"	"85021"
"RER1"	"11079"
"REX1BD"	"55049"
"RFC2"	"5982"
"RFX5"	"5993"
"RGS2"	"5997"
"RHOH"	"399"
"RIBC1"	"158787"
"RIC1"	"57589"
"RIC8B"	"55188"
"RIOK2"	"55781"
"RNASE1"	"6035"
"RNASEH1"	"246243"
"RNASET2"	"8635"
"RNF113A"	"7737"
"RNF135"	"84282"
"RNF165"	"494470"
"RNF20"	"56254"
"RNF31"	"55072"
"ROGDI"	"79641"
"ROR2"	"4920"
"RPL12"	"6136"
"RPL13A"	"23521"
"RPL22L1"	"200916"
"RPL27"	"6155"
"RPL28"	"6158"
"RPL35"	"11224"
"RPS19"	"6223"
"RRAGC"	"64121"
"RRP9"	"9136"
"RSAD1"	"55316"
"RSPO4"	"343637"
"RTN4R"	"65078"
"RUNDC3A"	"10900"
"RUSC2"	"9853"
"RXYLT1"	"10329"
"RYK"	"6259"
"RYR2"	"6262"
"S1PR4"	"8698"
"SAMD10"	"140700"
"SAMD4B"	"55095"
"SBK1"	"388228"
"SBSPON"	"157869"
"SCFD1"	"23256"
"SCN3A"	"6328"
"SCNM1"	"79005"
"SCUBE3"	"222663"
"SDF2L1"	"23753"
"SDHB"	"6390"
"SEC16A"	"9919"
"SEH1L"	"81929"
"SENP1"	"29843"
"SENP5"	"205564"
"SERPINB3"	"6317"
"SERPINB6"	"5269"
"SETD2"	"29072"
"SETD6"	"79918"
"SF3B3"	"23450"
"SFRP5"	"6425"
"SGPL1"	"8879"
"SGSH"	"6448"
"SGSM1"	"129049"
"SGTA"	"6449"
"SH3KBP1"	"30011"
"SHANK3"	"85358"
"SHARPIN"	"81858"
"SHC1"	"6464"
"SHCBP1L"	"81626"
"SHF"	"90525"
"SIK3"	"23387"
"SIPA1L1"	"26037"
"SIRT1"	"23411"
"SKIDA1"	"387640"
"SKP2"	"6502"
"SLC11A1"	"6556"
"SLC13A4"	"26266"
"SLC16A14"	"151473"
"SLC17A6"	"57084"
"SLC22A17"	"51310"
"SLC25A32"	"81034"
"SLC2A2"	"6514"
"SLC39A9"	"55334"
"SLC49A4"	"84925"
"SLC4A2"	"6522"
"SLC7A11"	"23657"
"SLK"	"9748"
"SMARCD2"	"6603"
"SMC1B"	"27127"
"SMC2"	"10592"
"SMIM1"	"388588"
"SMPDL3B"	"27293"
"SMTN"	"6525"
"SNRNP200"	"23020"
"SNRPC"	"6631"
"SORT1"	"6272"
"SOS2"	"6655"
"SOX13"	"9580"
"SOX17"	"64321"
"SOX30"	"11063"
"SOX4"	"6659"
"SP4"	"6671"
"SP9"	"100131390"
"SPAST"	"6683"
"SPDYC"	"387778"
"SPI1"	"6688"
"SPN"	"6693"
"SPOUT1"	"51490"
"SPR"	"6697"
"SPRY2"	"10253"
"SRA1"	"10011"
"SREBF2"	"6721"
"SRGAP2"	"23380"
"SRM"	"6723"
"SRPRA"	"6734"
"SRPRB"	"58477"
"SRSF6"	"6431"
"ST7"	"7982"
"STAG2"	"10735"
"STARD7"	"56910"
"STAT1"	"6772"
"STIMATE"	"375346"
"STK35"	"140901"
"STMP1"	"647087"
"STOX2"	"56977"
"STRBP"	"55342"
"STUB1"	"10273"
"STX5"	"6811"
"SUV39H2"	"79723"
"SUZ12"	"23512"
"SYCP1"	"6847"
"SYCP3"	"50511"
"SYMPK"	"8189"
"SYN2"	"6854"
"TAF1"	"6872"
"TAF2"	"6873"
"TAF5L"	"27097"
"TAF6L"	"10629"
"TAF8"	"129685"
"TAOK2"	"9344"
"TAPBPL"	"55080"
"TASOR"	"23272"
"TBC1D17"	"79735"
"TBC1D2"	"55357"
"TBC1D23"	"55773"
"TBX2"	"6909"
"TCFL5"	"10732"
"TDP2"	"51567"
"TDRD5"	"163589"
"TENT4A"	"11044"
"TESK1"	"7016"
"TEX11"	"56159"
"TFB2M"	"64216"
"TFE3"	"7030"
"TGFBR1"	"7046"
"THPO"	"7066"
"TLE1"	"7088"
"TM9SF3"	"56889"
"TMED9"	"54732"
"TMEM131"	"23505"
"TMEM131L"	"23240"
"TMEM183A"	"92703"
"TMEM229A"	"730130"
"TMEM82"	"388595"
"TMPRSS6"	"164656"
"TNFSF4"	"7292"
"TNNI1"	"7135"
"TNRC6B"	"23112"
"TNS1"	"7145"
"TOE1"	"114034"
"TOGARAM1"	"23116"
"TONSL"	"4796"
"TOPORS"	"10210"
"TOR1A"	"1861"
"TOR1AIP2"	"163590"
"TOR2A"	"27433"
"TOR4A"	"54863"
"TP63"	"8626"
"TPRKB"	"51002"
"TRABD"	"80305"
"TRAFD1"	"10906"
"TRAPPC10"	"7109"
"TRAPPC13"	"80006"
"TRIB2"	"28951"
"TRIM8"	"81603"
"TRMT6"	"51605"
"TRMT61A"	"115708"
"TSEN15"	"116461"
"TSEN2"	"80746"
"TSGA10"	"80705"
"TSKS"	"60385"
"TSNAX"	"7257"
"TSPAN31"	"6302"
"TSPYL2"	"64061"
"TSSK2"	"23617"
"TSTA3"	"7264"
"TTC1"	"7265"
"TTC30B"	"150737"
"TTL"	"150465"
"TUBGCP3"	"10426"
"TUBGCP6"	"85378"
"TULP4"	"56995"
"TUT7"	"79670"
"TXNDC17"	"84817"
"TXNRD1"	"7296"
"TYRP1"	"7306"
"UBAP1"	"51271"
"UBE2T"	"29089"
"UBE4B"	"10277"
"UBIAD1"	"29914"
"UBQLN1"	"29979"
"UBQLN4"	"56893"
"UBR3"	"130507"
"UCHL1"	"7345"
"UFC1"	"51506"
"UIMC1"	"51720"
"UNC80"	"285175"
"UQCRB"	"7381"
"UQCRC1"	"7384"
"UQCRFS1"	"7386"
"URB2"	"9816"
"USP24"	"23358"
"USP37"	"57695"
"USP48"	"84196"
"UST"	"10090"
"VEZF1"	"7716"
"VLDLR"	"7436"
"VMA21"	"203547"
"VPS72"	"6944"
"WAS"	"7454"
"WDPCP"	"51057"
"WDR13"	"64743"
"WDR33"	"55339"
"WDR34"	"89891"
"WDR60"	"55112"
"WDR75"	"84128"
"WIZ"	"58525"
"WNT2"	"7472"
"WNT8B"	"7479"
"WRN"	"7486"
"WTIP"	"126374"
"XIRP2"	"129446"
"XKR7"	"343702"
"XPC"	"7508"
"XPNPEP3"	"63929"
"XPO6"	"23214"
"XRN2"	"22803"
"YARS2"	"51067"
"YBX2"	"51087"
"YIPF3"	"25844"
"YTHDF3"	"253943"
"YWHAB"	"7529"
"YY1"	"7528"
"ZBED4"	"9889"
"ZBTB11"	"27107"
"ZBTB3"	"79842"
"ZBTB38"	"253461"
"ZC3H6"	"376940"
"ZC3H7A"	"29066"
"ZC3HAV1"	"56829"
"ZC3HC1"	"51530"
"ZEB2"	"9839"
"ZFYVE1"	"53349"
"ZFYVE9"	"9372"
"ZNF217"	"7764"
"ZNF263"	"10127"
"ZNF292"	"23036"
"ZNF335"	"63925"
"ZNF445"	"353274"
"ZNF562"	"54811"
"ZNF597"	"146434"
"ZNF660"	"285349"
"ZNF710"	"374655"
"ZNF784"	"147808"
"ZNHIT6"	"54680"
"ZNRD2"	"10534"
"ZWILCH"	"55055"
