"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-71291"	"Metabolism of amino acids and derivatives"	"6/39"	"372/10654"	0.00213938350829558	0.31502958924729	0.295930526874536	"2752/169355/5684/6134/200916/7306"	6
"R-HSA-166208"	"mTORC1-mediated signalling"	"2/39"	"23/10654"	0.00314692921704131	0.31502958924729	0.295930526874536	"10542/7529"	2
"R-HSA-5628897"	"TP53 Regulates Metabolic Genes"	"3/39"	"86/10654"	0.00376319197179816	0.31502958924729	0.295930526874536	"10542/27244/7529"	3
"R-HSA-6791226"	"Major pathway of rRNA processing in the nucleolus and cytosol"	"4/39"	"185/10654"	0.00450407756207039	0.31502958924729	0.295930526874536	"10438/10199/6134/200916"	4
"R-HSA-8868773"	"rRNA processing in the nucleus and cytosol"	"4/39"	"195/10654"	0.00542552888410716	0.31502958924729	0.295930526874536	"10438/10199/6134/200916"	4
"R-HSA-72312"	"rRNA processing"	"4/39"	"205/10654"	0.00646603166781615	0.31502958924729	0.295930526874536	"10438/10199/6134/200916"	4
"R-HSA-376176"	"Signaling by ROBO receptors"	"4/39"	"218/10654"	0.00800720017258167	0.31502958924729	0.295930526874536	"5684/6134/200916/6655"	4
"R-HSA-165159"	"mTOR signalling"	"2/39"	"40/10654"	0.00932943485818385	0.31502958924729	0.295930526874536	"10542/7529"	2
"R-HSA-3700989"	"Transcriptional Regulation by TP53"	"5/39"	"365/10654"	0.0101467676803226	0.31502958924729	0.295930526874536	"387893/10542/5395/27244/7529"	5
"R-HSA-8951664"	"Neddylation"	"4/39"	"234/10654"	0.0102146587511719	0.31502958924729	0.295930526874536	"146330/11275/5684/56995"	4
"R-HSA-73887"	"Death Receptor Signalling"	"3/39"	"141/10654"	0.0146480573881535	0.31502958924729	0.295930526874536	"4790/81858/6655"	3
"R-HSA-9639288"	"Amino acids regulate mTORC1"	"2/39"	"55/10654"	0.0171607893201943	0.31502958924729	0.295930526874536	"10542/27244"	2
"R-HSA-4641258"	"Degradation of DVL"	"2/39"	"57/10654"	0.0183592238114737	0.31502958924729	0.295930526874536	"23072/5684"	2
"R-HSA-9010553"	"Regulation of expression of SLITs and ROBOs"	"3/39"	"171/10654"	0.0243340744344264	0.31502958924729	0.295930526874536	"5684/6134/200916"	3
"R-HSA-1169091"	"Activation of NF-kappaB in B cells"	"2/39"	"67/10654"	0.024858638466903	0.31502958924729	0.295930526874536	"4790/5684"	2
"R-HSA-3214841"	"PKMTs methylate histone lysines"	"2/39"	"71/10654"	0.0276852497061777	0.31502958924729	0.295930526874536	"387893/4790"	2
"R-HSA-195253"	"Degradation of beta-catenin by the destruction complex"	"2/39"	"82/10654"	0.0360829885014774	0.31502958924729	0.295930526874536	"5684/7088"	2
"R-HSA-2871837"	"FCERI mediated NF-kB activation"	"2/39"	"82/10654"	0.0360829885014774	0.31502958924729	0.295930526874536	"4790/5684"	2
"R-HSA-1168372"	"Downstream signaling events of B Cell Receptor (BCR)"	"2/39"	"83/10654"	0.0368898718473897	0.31502958924729	0.295930526874536	"4790/5684"	2
"R-HSA-193692"	"Regulated proteolysis of p75NTR"	"1/39"	"11/10654"	0.0395558315501852	0.31502958924729	0.295930526874536	"4790"	1
"R-HSA-9614399"	"Regulation of localization of FOXO transcription factors"	"1/39"	"11/10654"	0.0395558315501852	0.31502958924729	0.295930526874536	"7529"	1
"R-HSA-450531"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"2/39"	"88/10654"	0.041027833655434	0.31502958924729	0.295930526874536	"5684/7529"	2
"R-HSA-156902"	"Peptide chain elongation"	"2/39"	"89/10654"	0.0418757262717868	0.31502958924729	0.295930526874536	"6134/200916"	2
"R-HSA-192823"	"Viral mRNA Translation"	"2/39"	"89/10654"	0.0418757262717868	0.31502958924729	0.295930526874536	"6134/200916"	2
"R-HSA-170968"	"Frs2-mediated activation"	"1/39"	"12/10654"	0.0430752642824543	0.31502958924729	0.295930526874536	"7529"	1
"R-HSA-4641265"	"Repression of WNT target genes"	"1/39"	"12/10654"	0.0430752642824543	0.31502958924729	0.295930526874536	"7088"	1
"R-HSA-156842"	"Eukaryotic Translation Elongation"	"2/39"	"93/10654"	0.0453330466084641	0.31502958924729	0.295930526874536	"6134/200916"	2
"R-HSA-2408557"	"Selenocysteine synthesis"	"2/39"	"93/10654"	0.0453330466084641	0.31502958924729	0.295930526874536	"6134/200916"	2
"R-HSA-72764"	"Eukaryotic Translation Termination"	"2/39"	"93/10654"	0.0453330466084641	0.31502958924729	0.295930526874536	"6134/200916"	2
"R-HSA-209560"	"NF-kB is activated and signals survival"	"1/39"	"13/10654"	0.0465821299743342	0.31502958924729	0.295930526874536	"4790"	1
"R-HSA-75035"	"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex"	"1/39"	"13/10654"	0.0465821299743342	0.31502958924729	0.295930526874536	"7529"	1
"R-HSA-975956"	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"	"2/39"	"95/10654"	0.0471003643455815	0.31502958924729	0.295930526874536	"6134/200916"	2
"R-HSA-193704"	"p75 NTR receptor-mediated signalling"	"2/39"	"97/10654"	0.0488928574632276	0.31502958924729	0.295930526874536	"4790/6655"	2
"R-HSA-202424"	"Downstream TCR signaling"	"2/39"	"98/10654"	0.0497984067352177	0.31502958924729	0.295930526874536	"4790/5684"	2
"R-HSA-169893"	"Prolonged ERK activation events"	"1/39"	"14/10654"	0.0500764723228915	0.31502958924729	0.295930526874536	"7529"	1
"R-HSA-428540"	"Activation of RAC1"	"1/39"	"14/10654"	0.0500764723228915	0.31502958924729	0.295930526874536	"6655"	1
"R-HSA-5358565"	"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	"1/39"	"14/10654"	0.0500764723228915	0.31502958924729	0.295930526874536	"5395"	1
