"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-176187"	"Activation of ATR in response to replication stress"	"2/20"	"37/10654"	0.00214368248615071	0.187581254814206	0.149918741664375	"990/5982"	2
"R-HSA-8986944"	"Transcriptional Regulation by MECP2"	"2/20"	"62/10654"	0.00591808342952855	0.187581254814206	0.149918741664375	"192670/6446"	2
"R-HSA-1483257"	"Phospholipid metabolism"	"3/20"	"212/10654"	0.00689751489844232	0.187581254814206	0.149918741664375	"80821/55361/114971"	3
"R-HSA-5687128"	"MAPK6/MAPK4 signaling"	"2/20"	"89/10654"	0.0118901004761493	0.187581254814206	0.149918741664375	"192670/5063"	2
"R-HSA-68689"	"CDC6 association with the ORC:origin complex"	"1/20"	"11/10654"	0.0204663061183536	0.187581254814206	0.149918741664375	"990"	1
"R-HSA-69239"	"Synthesis of DNA"	"2/20"	"119/10654"	0.0206141984808492	0.187581254814206	0.149918741664375	"990/5982"	2
"R-HSA-389359"	"CD28 dependent Vav1 pathway"	"1/20"	"12/10654"	0.0223070158691416	0.187581254814206	0.149918741664375	"5063"	1
"R-HSA-69306"	"DNA Replication"	"2/20"	"127/10654"	0.0232825640851885	0.187581254814206	0.149918741664375	"990/5982"	2
"R-HSA-1483206"	"Glycerophospholipid biosynthesis"	"2/20"	"129/10654"	0.0239710121721712	0.187581254814206	0.149918741664375	"80821/114971"	2
"R-HSA-174411"	"Polymerase switching on the C-strand of the telomere"	"1/20"	"14/10654"	0.0259785818379512	0.187581254814206	0.149918741664375	"5982"	1
"R-HSA-428540"	"Activation of RAC1"	"1/20"	"14/10654"	0.0259785818379512	0.187581254814206	0.149918741664375	"5063"	1
"R-HSA-69091"	"Polymerase switching"	"1/20"	"14/10654"	0.0259785818379512	0.187581254814206	0.149918741664375	"5982"	1
"R-HSA-69109"	"Leading Strand Synthesis"	"1/20"	"14/10654"	0.0259785818379512	0.187581254814206	0.149918741664375	"5982"	1
"R-HSA-3700989"	"Transcriptional Regulation by TP53"	"3/20"	"365/10654"	0.0294994183311222	0.187581254814206	0.149918741664375	"192670/5982/6446"	3
"R-HSA-110312"	"Translesion synthesis by REV1"	"1/20"	"16/10654"	0.0296370467794508	0.187581254814206	0.149918741664375	"5982"	1
"R-HSA-1660516"	"Synthesis of PIPs at the early endosome membrane"	"1/20"	"16/10654"	0.0296370467794508	0.187581254814206	0.149918741664375	"55361"	1
"R-HSA-399954"	"Sema3A PAK dependent Axon repulsion"	"1/20"	"16/10654"	0.0296370467794508	0.187581254814206	0.149918741664375	"5063"	1
"R-HSA-5655862"	"Translesion synthesis by POLK"	"1/20"	"17/10654"	0.0314613802128414	0.187581254814206	0.149918741664375	"5982"	1
"R-HSA-5656121"	"Translesion synthesis by POLI"	"1/20"	"17/10654"	0.0314613802128414	0.187581254814206	0.149918741664375	"5982"	1
"R-HSA-8934593"	"Regulation of RUNX1 Expression and Activity"	"1/20"	"17/10654"	0.0314613802128414	0.187581254814206	0.149918741664375	"192670"	1
"R-HSA-1660514"	"Synthesis of PIPs at the Golgi membrane"	"1/20"	"18/10654"	0.0332824549891637	0.187581254814206	0.149918741664375	"55361"	1
"R-HSA-110320"	"Translesion Synthesis by POLH"	"1/20"	"19/10654"	0.035100276623257	0.187581254814206	0.149918741664375	"5982"	1
"R-HSA-1362277"	"Transcription of E2F targets under negative control by DREAM complex"	"1/20"	"19/10654"	0.035100276623257	0.187581254814206	0.149918741664375	"990"	1
"R-HSA-3928664"	"Ephrin signaling"	"1/20"	"19/10654"	0.035100276623257	0.187581254814206	0.149918741664375	"5063"	1
"R-HSA-5633007"	"Regulation of TP53 Activity"	"2/20"	"160/10654"	0.0356772365269689	0.187581254814206	0.149918741664375	"5982/6446"	2
"R-HSA-69242"	"S Phase"	"2/20"	"161/10654"	0.0360857981810326	0.187581254814206	0.149918741664375	"990/5982"	2
"R-HSA-69186"	"Lagging Strand Synthesis"	"1/20"	"20/10654"	0.0369148506211447	0.187581254814206	0.149918741664375	"5982"	1
"R-HSA-445144"	"Signal transduction by L1"	"1/20"	"21/10654"	0.0387261824800478	0.187581254814206	0.149918741664375	"3897"	1
"R-HSA-5621575"	"CD209 (DC-SIGN) signaling"	"1/20"	"21/10654"	0.0387261824800478	0.187581254814206	0.149918741664375	"5063"	1
"R-HSA-5651801"	"PCNA-Dependent Long Patch Base Excision Repair"	"1/20"	"21/10654"	0.0387261824800478	0.187581254814206	0.149918741664375	"5982"	1
