"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-5368286"	"Mitochondrial translation initiation"	"19/649"	"87/10654"	8.70628531199584e-07	0.000336933241574239	0.000328700455989738	"54998/29088/54948/6150/11222/64981/26589/51642/116540/78988/3396/51116/54460/51649/28957/64969/51081/5018/55037"	19
"R-HSA-5389840"	"Mitochondrial translation elongation"	"19/649"	"87/10654"	8.70628531199584e-07	0.000336933241574239	0.000328700455989738	"54998/29088/54948/6150/11222/64981/26589/51642/116540/78988/3396/51116/54460/51649/28957/64969/51081/5018/55037"	19
"R-HSA-5419276"	"Mitochondrial translation termination"	"19/649"	"87/10654"	8.70628531199584e-07	0.000336933241574239	0.000328700455989738	"54998/29088/54948/6150/11222/64981/26589/51642/116540/78988/3396/51116/54460/51649/28957/64969/51081/5018/55037"	19
"R-HSA-5368287"	"Mitochondrial translation"	"19/649"	"93/10654"	2.53671913520452e-06	0.000736282728993112	0.000718292049863175	"54998/29088/54948/6150/11222/64981/26589/51642/116540/78988/3396/51116/54460/51649/28957/64969/51081/5018/55037"	19
"R-HSA-3700989"	"Transcriptional Regulation by TP53"	"42/649"	"365/10654"	4.80644934963434e-05	0.0111605753898509	0.0108878726320138	"84883/641/83990/27154/839/891/1111/1121/25904/29883/2033/2071/54815/2962/2965/3364/84289/387893/389541/10542/79109/4343/4683/9891/5395/10848/5518/10419/55615/5875/5810/144715/5933/5982/64121/6872/6873/23112/8626/7296/7486/7529"	42
"R-HSA-5633007"	"Regulation of TP53 Activity"	"23/649"	"160/10654"	0.000100690487835249	0.0194836093961208	0.0190075377036366	"641/83990/27154/1111/2033/54815/3364/84289/387893/79109/4683/9891/10848/5518/10419/55615/5810/144715/5982/6872/6873/8626/7486"	23
"R-HSA-72766"	"Translation"	"34/649"	"291/10654"	0.000186687346001487	0.0309634298153895	0.030206854781594	"54998/8664/8667/10480/2058/23395/29088/54948/6150/11222/64981/26589/51642/116540/78988/3396/51116/54460/51649/28957/64969/51081/5018/55037/6136/23521/200916/6155/6158/11224/6223/6734/58477/51067"	34
"R-HSA-5693616"	"Presynaptic phase of homologous DNA pairing and strand exchange"	"9/649"	"39/10654"	0.000443732624084838	0.0643966970703122	0.0628231978309587	"641/83990/1111/3364/4683/5810/144715/5982/7486"	9
"R-HSA-5693579"	"Homologous DNA Pairing and Strand Exchange"	"9/649"	"42/10654"	0.00079258409735641	0.102243348558977	0.0997450864041517	"641/83990/1111/3364/4683/5810/144715/5982/7486"	9
"R-HSA-176187"	"Activation of ATR in response to replication stress"	"8/649"	"37/10654"	0.00144855873809043	0.152888790447545	0.149153033701943	"1111/3364/4171/4174/4998/5810/144715/5982"	8
"R-HSA-5685938"	"HDR through Single Strand Annealing (SSA)"	"8/649"	"37/10654"	0.00144855873809043	0.152888790447545	0.149153033701943	"641/83990/3364/4683/5810/144715/5982/7486"	8
"R-HSA-5685942"	"HDR through Homologous Recombination (HRR)"	"11/649"	"67/10654"	0.00222185476712683	0.214964448719521	0.209711906090217	"641/83990/1111/3364/4683/10714/5427/5810/144715/5982/7486"	11
"R-HSA-5696398"	"Nucleotide Excision Repair"	"15/649"	"111/10654"	0.00291568212057512	0.231195422255949	0.225546284371369	"93973/51138/8451/2033/2071/2965/54891/57461/100534599/10038/10714/5427/5982/7508/7528"	15
"R-HSA-1660517"	"Synthesis of PIPs at the late endosome membrane"	"4/649"	"11/10654"	0.00318897254786868	0.231195422255949	0.225546284371369	"9896/9110/5286/200576"	4
"R-HSA-9013508"	"NOTCH3 Intracellular Domain Regulates Transcription"	"6/649"	"25/10654"	0.00325958603379551	0.231195422255949	0.225546284371369	"9787/2033/23493/4851/5087/6772"	6
"R-HSA-186712"	"Regulation of beta-cell development"	"8/649"	"42/10654"	0.00338529042062975	0.231195422255949	0.225546284371369	"2033/2308/3172/4821/4851/2494/3651/6514"	8
"R-HSA-419037"	"NCAM1 interactions"	"8/649"	"42/10654"	0.00338529042062975	0.231195422255949	0.225546284371369	"8911/785/6900/1281/1285/1286/1289/1290"	8
"R-HSA-5696399"	"Global Genome Nucleotide Excision Repair (GG-NER)"	"12/649"	"84/10654"	0.00470425386763231	0.285059989693845	0.278094699587993	"93973/51138/8451/2071/2965/54891/10038/10714/5427/5982/7508/7528"	12
"R-HSA-3247509"	"Chromatin modifying enzymes"	"28/649"	"274/10654"	0.0049105941377062	0.285059989693845	0.278094699587993	"5926/55729/27154/55352/2033/54815/55869/84289/23210/54934/57325/55818/80853/387893/4790/11240/353238/10196/10419/54496/29072/79918/6603/79723/23512/27097/10629/6944"	28
"R-HSA-4839726"	"Chromatin organization"	"28/649"	"274/10654"	0.0049105941377062	0.285059989693845	0.278094699587993	"5926/55729/27154/55352/2033/54815/55869/84289/23210/54934/57325/55818/80853/387893/4790/11240/353238/10196/10419/54496/29072/79918/6603/79723/23512/27097/10629/6944"	28
"R-HSA-75205"	"Dissolution of Fibrin Clot"	"4/649"	"13/10654"	0.00626626985079983	0.34487936271073	0.33645241785824	"3273/5328/5340/5269"	4
"R-HSA-8878166"	"Transcriptional regulation by RUNX2"	"15/649"	"121/10654"	0.00661358613444793	0.34487936271073	0.33645241785824	"865/891/2736/9464/9759/23493/3958/8493/5684/5688/5708/10432/6502/6772/10273"	15
"R-HSA-73894"	"DNA Repair"	"32/649"	"334/10654"	0.00721622389854592	0.34487936271073	0.33645241785824	"93973/8314/641/83990/1111/51138/8451/51514/2033/2071/2139/199990/2965/3364/54891/57461/100534599/4683/10038/5395/10714/5427/5536/5810/144715/5982/51567/29089/51720/7486/7508/7528"	32
"R-HSA-5696394"	"DNA Damage Recognition in GG-NER"	"7/649"	"38/10654"	0.00726474390263119	0.34487936271073	0.33645241785824	"93973/51138/8451/54891/10038/7508/7528"	7
"R-HSA-210745"	"Regulation of gene expression in beta cells"	"5/649"	"21/10654"	0.00742634286629479	0.34487936271073	0.33645241785824	"2308/3172/4821/3651/6514"	5
"R-HSA-5663202"	"Diseases of signal transduction"	"35/649"	"377/10654"	0.00824452110652396	0.353654474303059	0.345013114239169	"55109/8546/83464/930/22866/11052/22943/2033/2066/2249/2308/2931/2962/9759/55869/23493/3667/80853/5605/79109/4851/118788/5518/55615/5684/5688/5708/5908/6464/6772/11044/7046/7529/56829/9372"	35
"R-HSA-3296469"	"Defects in cobalamin (B12) metabolism"	"4/649"	"14/10654"	0.00835591647873961	0.353654474303059	0.345013114239169	"5826/81693/51293/25974"	4
"R-HSA-3000171"	"Non-integrin membrane-ECM interactions"	"9/649"	"59/10654"	0.00888967598747887	0.353654474303059	0.345013114239169	"1281/1285/1286/1289/1290/3673/3655/3914/59277"	9
"R-HSA-6791226"	"Major pathway of rRNA processing in the nucleolus and cytosol"	"20/649"	"185/10654"	0.00889269662816105	0.353654474303059	0.345013114239169	"10438/9188/10969/118460/11340/10199/28987/27043/10171/55781/6136/23521/200916/6155/6158/11224/6223/9136/84128/22803"	20
"R-HSA-3296482"	"Defects in vitamin and cofactor metabolism"	"5/649"	"22/10654"	0.00913835850912297	0.353654474303059	0.345013114239169	"5826/81693/51293/64087/25974"	5
"R-HSA-6804756"	"Regulation of TP53 Activity through Phosphorylation"	"12/649"	"92/10654"	0.00971810202637314	0.363958595245781	0.355065459435569	"641/83990/1111/3364/4683/9891/5810/144715/5982/6872/6873/7486"	12
"R-HSA-5696400"	"Dual Incision in GG-NER"	"7/649"	"41/10654"	0.0110553318831304	0.388946676251951	0.379442969896278	"8451/2071/2965/10038/10714/5427/5982"	7
"R-HSA-8875878"	"MET promotes cell motility"	"7/649"	"41/10654"	0.0110553318831304	0.388946676251951	0.379442969896278	"1281/1289/1290/3673/3914/5908/2889"	7
"R-HSA-69620"	"Cell Cycle Checkpoints"	"28/649"	"293/10654"	0.0118733891707102	0.405441318446898	0.395534574231708	"29882/641/83990/699/891/1063/79019/1111/51143/3364/4171/4174/4683/55746/4998/5518/5684/5688/5708/5810/144715/5903/5982/81929/51720/7486/7529/55055"	28
"R-HSA-69473"	"G2/M DNA damage checkpoint"	"12/649"	"95/10654"	0.0124147225372248	0.411814081877657	0.401751622558011	"641/83990/891/1111/3364/4683/5810/144715/5982/51720/7486/7529"	12
"R-HSA-156711"	"Polo-like kinase mediated events"	"4/649"	"16/10654"	0.0137878238921182	0.421392087017847	0.411095594207538	"891/1063/2033/286826"	4
"R-HSA-1660516"	"Synthesis of PIPs at the early endosome membrane"	"4/649"	"16/10654"	0.0137878238921182	0.421392087017847	0.411095594207538	"9896/9110/5286/200576"	4
"R-HSA-69481"	"G2/M Checkpoints"	"18/649"	"168/10654"	0.0137923335974834	0.421392087017847	0.411095594207538	"641/83990/891/1111/3364/4171/4174/4683/4998/5684/5688/5708/5810/144715/5982/51720/7486/7529"	18
"R-HSA-8868773"	"rRNA processing in the nucleus and cytosol"	"20/649"	"195/10654"	0.0153217444918196	0.456116547564167	0.444971580923019	"10438/9188/10969/118460/11340/10199/28987/27043/10171/55781/6136/23521/200916/6155/6158/11224/6223/9136/84128/22803"	20
"R-HSA-6782210"	"Gap-filling DNA repair synthesis and ligation in TC-NER"	"9/649"	"65/10654"	0.0163879091335375	0.474889618119665	0.463285941426864	"8451/2033/2071/2965/57461/100534599/10714/5427/5982"	9
"R-HSA-450385"	"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"	"4/649"	"17/10654"	0.0171794693893419	0.474889618119665	0.463285941426864	"167227/118460/11340/7529"	4
"R-HSA-450513"	"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"	"4/649"	"17/10654"	0.0171794693893419	0.474889618119665	0.463285941426864	"167227/118460/11340/7529"	4
"R-HSA-6782135"	"Dual incision in TC-NER"	"9/649"	"66/10654"	0.0179867925100838	0.476402691543788	0.464762043701996	"8451/2033/2071/2965/57461/100534599/10714/5427/5982"	9
"R-HSA-2173788"	"Downregulation of TGF-beta receptor signaling"	"5/649"	"26/10654"	0.0186776643562392	0.476402691543788	0.464762043701996	"9110/5499/10273/7046/9372"	5
"R-HSA-2465910"	"MASTL Facilitates Mitotic Progression"	"3/649"	"10/10654"	0.0195582445681275	0.476402691543788	0.464762043701996	"891/2029/5518"	3
"R-HSA-9617629"	"Regulation of FOXO transcriptional activity by acetylation"	"3/649"	"10/10654"	0.0195582445681275	0.476402691543788	0.464762043701996	"2033/2308/23411"	3
"R-HSA-68877"	"Mitotic Prometaphase"	"20/649"	"200/10654"	0.0196815948008854	0.476402691543788	0.464762043701996	"7840/699/891/113130/1063/79019/51143/55142/55869/23397/55746/10733/5518/5903/81929/10592/10735/10426/85378/55055"	20
"R-HSA-6802952"	"Signaling by BRAF and RAF fusions"	"9/649"	"67/10654"	0.0196962353093039	0.476402691543788	0.464762043701996	"55109/8546/22866/80853/5605/5908/11044/7529/56829"	9
"R-HSA-5689603"	"UCH proteinases"	"12/649"	"102/10654"	0.0209113710179644	0.481353024939249	0.46959141831872	"93973/55252/8314/221937/54891/114785/5684/5688/5708/7046/7345/7528"	12
"R-HSA-6781827"	"Transcription-Coupled Nucleotide Excision Repair (TC-NER)"	"10/649"	"79/10654"	0.0211447065218791	0.481353024939249	0.46959141831872	"51138/8451/2033/2071/2965/57461/100534599/10714/5427/5982"	10
"R-HSA-6806834"	"Signaling by MET"	"10/649"	"79/10654"	0.0211447065218791	0.481353024939249	0.46959141831872	"1281/1289/1290/2060/3673/3914/5908/2889/30011/6464"	10
"R-HSA-3000170"	"Syndecan interactions"	"5/649"	"27/10654"	0.0218064531674917	0.486871002451112	0.474974566968037	"1281/1289/1290/3673/3655"	5
