"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-2214320"	"Anchoring fibril formation"	"3/34"	"15/10654"	1.31629811221782e-05	0.00358033086523246	0.00295127892528837	"1285/1286/3914"	3
"R-HSA-3000171"	"Non-integrin membrane-ECM interactions"	"4/34"	"59/10654"	3.47509132911274e-05	0.00472612420759333	0.00389576027947902	"8573/1285/1286/3914"	4
"R-HSA-3000157"	"Laminin interactions"	"3/34"	"30/10654"	0.000113671746332176	0.00822263169327219	0.00677794330753474	"1285/1286/3914"	3
"R-HSA-168254"	"Influenza Infection"	"5/34"	"155/10654"	0.000120921054312826	0.00822263169327219	0.00677794330753474	"3838/3840/6134/9045/6155"	5
"R-HSA-927802"	"Nonsense-Mediated Decay (NMD)"	"4/34"	"115/10654"	0.000465307296072811	0.0210939307553008	0.0173877989585103	"6134/9045/6155/26019"	4
"R-HSA-975957"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"4/34"	"115/10654"	0.000465307296072811	0.0210939307553008	0.0173877989585103	"6134/9045/6155/26019"	4
"R-HSA-2022090"	"Assembly of collagen fibrils and other multimeric structures"	"3/34"	"61/10654"	0.000941842426629506	0.0365973057204608	0.0301672837401631	"1285/1286/3914"	3
"R-HSA-2243919"	"Crosslinking of collagen fibrils"	"2/34"	"18/10654"	0.00146483300903596	0.0498043223072228	0.0410538724900869	"1285/1286"	2
"R-HSA-9010553"	"Regulation of expression of SLITs and ROBOs"	"4/34"	"171/10654"	0.0020406713904432	0.0538285167432535	0.044371029668394	"6134/9045/6155/26019"	4
"R-HSA-1474244"	"Extracellular matrix organization"	"5/34"	"301/10654"	0.00247222602476384	0.0538285167432535	0.044371029668394	"8573/1285/1286/2192/3914"	5
"R-HSA-156902"	"Peptide chain elongation"	"3/34"	"89/10654"	0.00279644330545403	0.0538285167432535	0.044371029668394	"6134/9045/6155"	3
"R-HSA-192823"	"Viral mRNA Translation"	"3/34"	"89/10654"	0.00279644330545403	0.0538285167432535	0.044371029668394	"6134/9045/6155"	3
"R-HSA-1474290"	"Collagen formation"	"3/34"	"90/10654"	0.00288659866216064	0.0538285167432535	0.044371029668394	"1285/1286/3914"	3
"R-HSA-156842"	"Eukaryotic Translation Elongation"	"3/34"	"93/10654"	0.00316778164300997	0.0538285167432535	0.044371029668394	"6134/9045/6155"	3
"R-HSA-2408557"	"Selenocysteine synthesis"	"3/34"	"93/10654"	0.00316778164300997	0.0538285167432535	0.044371029668394	"6134/9045/6155"	3
"R-HSA-72764"	"Eukaryotic Translation Termination"	"3/34"	"93/10654"	0.00316778164300997	0.0538285167432535	0.044371029668394	"6134/9045/6155"	3
"R-HSA-975956"	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"	"3/34"	"95/10654"	0.00336428229645335	0.0538285167432535	0.044371029668394	"6134/9045/6155"	3
"R-HSA-72689"	"Formation of a pool of free 40S subunits"	"3/34"	"101/10654"	0.00399817050223277	0.0604167987004062	0.0498017729225485	"6134/9045/6155"	3
"R-HSA-376176"	"Signaling by ROBO receptors"	"4/34"	"218/10654"	0.00488755110923628	0.0660127184115865	0.0544145085977861	"6134/9045/6155/26019"	4
"R-HSA-156827"	"L13a-mediated translational silencing of Ceruloplasmin expression"	"3/34"	"111/10654"	0.0052075209282203	0.0660127184115865	0.0544145085977861	"6134/9045/6155"	3
"R-HSA-1799339"	"SRP-dependent cotranslational protein targeting to membrane"	"3/34"	"112/10654"	0.00533926398917244	0.0660127184115865	0.0544145085977861	"6134/9045/6155"	3
"R-HSA-72706"	"GTP hydrolysis and joining of the 60S ribosomal subunit"	"3/34"	"112/10654"	0.00533926398917244	0.0660127184115865	0.0544145085977861	"6134/9045/6155"	3
"R-HSA-2408522"	"Selenoamino acid metabolism"	"3/34"	"118/10654"	0.00617203396944056	0.0687393748328097	0.0566621007716272	"6134/9045/6155"	3
"R-HSA-72613"	"Eukaryotic Translation Initiation"	"3/34"	"119/10654"	0.00631795724566266	0.0687393748328097	0.0566621007716272	"6134/9045/6155"	3
"R-HSA-72737"	"Cap-dependent Translation Initiation"	"3/34"	"119/10654"	0.00631795724566266	0.0687393748328097	0.0566621007716272	"6134/9045/6155"	3
"R-HSA-5663205"	"Infectious disease"	"5/34"	"383/10654"	0.00689063421488122	0.0720003961185737	0.0593501717231277	"3838/3840/6134/9045/6155"	5
"R-HSA-168276"	"NS1 Mediated Effects on Host Pathways"	"2/34"	"40/10654"	0.00714709814412312	0.0720003961185737	0.0593501717231277	"3838/3840"	2
"R-HSA-168253"	"Host Interactions with Influenza Factors"	"2/34"	"42/10654"	0.00785795094394867	0.0737021605777254	0.0607529419622892	"3838/3840"	2
"R-HSA-419037"	"NCAM1 interactions"	"2/34"	"42/10654"	0.00785795094394867	0.0737021605777254	0.0607529419622892	"1285/1286"	2
"R-HSA-8948216"	"Collagen chain trimerization"	"2/34"	"44/10654"	0.00859941622074618	0.0768422635696677	0.0633413395523964	"1285/1286"	2
"R-HSA-168273"	"Influenza Viral RNA Transcription and Replication"	"3/34"	"134/10654"	0.00875775798036654	0.0768422635696677	0.0633413395523964	"6134/9045/6155"	3
"R-HSA-1474228"	"Degradation of the extracellular matrix"	"3/34"	"140/10654"	0.00986847192414847	0.083882011355262	0.069144227626435	"1285/1286/3914"	3
"R-HSA-168255"	"Influenza Life Cycle"	"3/34"	"144/10654"	0.0106527104456995	0.0878041588251592	0.0723772671430299	"6134/9045/6155"	3
"R-HSA-186797"	"Signaling by PDGF"	"2/34"	"58/10654"	0.0146140561991565	0.116912449593252	0.0963713303535706	"1285/1286"	2
"R-HSA-375165"	"NCAM signaling for neurite out-growth"	"2/34"	"63/10654"	0.0170959703369303	0.132860112332715	0.109517043060636	"1285/1286"	2
"R-HSA-1442490"	"Collagen degradation"	"2/34"	"64/10654"	0.0176125101879609	0.133072299197926	0.109691949416247	"1285/1286"	2
"R-HSA-1650814"	"Collagen biosynthesis and modifying enzymes"	"2/34"	"67/10654"	0.0192016311933189	0.141157937421155	0.116356968539884	"1285/1286"	2
"R-HSA-6791226"	"Major pathway of rRNA processing in the nucleolus and cytosol"	"3/34"	"185/10654"	0.0207733089028019	0.148693158462161	0.122568276905729	"6134/9045/6155"	3
"R-HSA-1169408"	"ISG15 antiviral mechanism"	"2/34"	"72/10654"	0.0219791719409972	0.153290635075673	0.126357992535287	"3838/3840"	2
"R-HSA-8868773"	"rRNA processing in the nucleus and cytosol"	"3/34"	"195/10654"	0.0238293888211281	0.161303681705352	0.132963174161146	"6134/9045/6155"	3
"R-HSA-3000178"	"ECM proteoglycans"	"2/34"	"76/10654"	0.0243141579041156	0.161303681705352	0.132963174161146	"1285/1286"	2
"R-HSA-1169410"	"Antiviral mechanism by IFN-stimulated genes"	"2/34"	"80/10654"	0.0267465669135548	0.171539001985053	0.141400183524831	"3838/3840"	2
"R-HSA-72312"	"rRNA processing"	"3/34"	"205/10654"	0.0271182981079312	0.171539001985053	0.141400183524831	"6134/9045/6155"	3
"R-HSA-216083"	"Integrin cell surface interactions"	"2/34"	"85/10654"	0.0299199745879527	0.184959842907344	0.152463028402726	"1285/1286"	2
"R-HSA-442729"	"CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde"	"1/34"	"10/10654"	0.0314715849026697	0.190228246522803	0.15680579144488	"3838"	1
"R-HSA-2206281"	"Mucopolysaccharidoses"	"1/34"	"11/10654"	0.0345653434627325	0.195870279622151	0.161456538543027	"138050"	1
"R-HSA-2534343"	"Interaction With Cumulus Cells And The Zona Pellucida"	"1/34"	"11/10654"	0.0345653434627325	0.195870279622151	0.161456538543027	"5016"	1
"R-HSA-446107"	"Type I hemidesmosome assembly"	"1/34"	"11/10654"	0.0345653434627325	0.195870279622151	0.161456538543027	"3914"	1
"R-HSA-442755"	"Activation of NMDA receptors and postsynaptic events"	"2/34"	"93/10654"	0.0352924562910819	0.195909145126006	0.161488575510214	"8573/3838"	2
"R-HSA-111932"	"CaMK IV-mediated phosphorylation of CREB"	"1/34"	"12/10654"	0.0376495094236711	0.200797383592912	0.165517967125737	"3838"	1
"R-HSA-933543"	"NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10"	"1/34"	"12/10654"	0.0376495094236711	0.200797383592912	0.165517967125737	"1147"	1
"R-HSA-9020702"	"Interleukin-1 signaling"	"2/34"	"103/10654"	0.0424912030921465	0.219685676007161	0.181087650888255	"1147/3554"	2
"R-HSA-198323"	"AKT phosphorylates targets in the cytosol"	"1/34"	"14/10654"	0.0437891788421436	0.219685676007161	0.181087650888255	"1147"	1
"R-HSA-5358565"	"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	"1/34"	"14/10654"	0.0437891788421436	0.219685676007161	0.181087650888255	"2956"	1
