"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-6804756"	"Regulation of TP53 Activity through Phosphorylation"	"4/37"	"92/10654"	0.000276538348165375	0.061944589989044	0.0558898556292126	"10524/5810/6790/1020"	4
"R-HSA-4641265"	"Repression of WNT target genes"	"2/37"	"12/10654"	0.000757789550739981	0.0848724296828779	0.0765766282853033	"51176/7088"	2
"R-HSA-5633007"	"Regulation of TP53 Activity"	"4/37"	"160/10654"	0.00219960360507023	0.116251716150347	0.104888766451441	"10524/5810/6790/1020"	4
"R-HSA-8862803"	"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models"	"2/37"	"22/10654"	0.00259490437835597	0.116251716150347	0.104888766451441	"4001/1020"	2
"R-HSA-8863678"	"Neurodegenerative Diseases"	"2/37"	"22/10654"	0.00259490437835597	0.116251716150347	0.104888766451441	"4001/1020"	2
"R-HSA-180024"	"DARPP-32 events"	"2/37"	"26/10654"	0.00361909647574428	0.121499548914682	0.109623653156104	"5576/1020"	2
"R-HSA-201722"	"Formation of the beta-catenin:TCF transactivating complex"	"3/37"	"91/10654"	0.0037968609035838	0.121499548914682	0.109623653156104	"10524/51176/7088"	3
"R-HSA-5689603"	"UCH proteinases"	"3/37"	"102/10654"	0.00522779388662943	0.146378228825624	0.132070582399059	"51377/3607/221937"	3
"R-HSA-5685938"	"HDR through Single Strand Annealing (SSA)"	"2/37"	"37/10654"	0.00724065558066716	0.172841636081407	0.155947340825329	"10524/5810"	2
"R-HSA-5693616"	"Presynaptic phase of homologous DNA pairing and strand exchange"	"2/37"	"39/10654"	0.00802104915006432	0.172841636081407	0.155947340825329	"10524/5810"	2
"R-HSA-3769402"	"Deactivation of the beta-catenin transactivating complex"	"2/37"	"42/10654"	0.00925937336150393	0.172841636081407	0.155947340825329	"51176/7088"	2
"R-HSA-5693579"	"Homologous DNA Pairing and Strand Exchange"	"2/37"	"42/10654"	0.00925937336150393	0.172841636081407	0.155947340825329	"10524/5810"	2
"R-HSA-3214847"	"HATs acetylate histones"	"3/37"	"142/10654"	0.0129375382850432	0.222923736603822	0.201134198439539	"10629/10524/55929"	3
"R-HSA-5688426"	"Deubiquitination"	"4/37"	"297/10654"	0.0189669281827314	0.303470850923702	0.273808286547701	"51377/3607/221937/57695"	4
"R-HSA-5685942"	"HDR through Homologous Recombination (HRR)"	"2/37"	"67/10654"	0.0225225400115705	0.308019437596071	0.277912274522771	"10524/5810"	2
"R-HSA-1980143"	"Signaling by NOTCH1"	"2/37"	"73/10654"	0.0264253747069324	0.308019437596071	0.277912274522771	"7088/54567"	2
"R-HSA-1221632"	"Meiotic synapsis"	"2/37"	"79/10654"	0.0305817369781982	0.308019437596071	0.277912274522771	"4001/6847"	2
"R-HSA-2559586"	"DNA Damage/Telomere Stress Induced Senescence"	"2/37"	"80/10654"	0.0312982969614609	0.308019437596071	0.277912274522771	"10524/4001"	2
"R-HSA-195253"	"Degradation of beta-catenin by the destruction complex"	"2/37"	"82/10654"	0.0327513703189574	0.308019437596071	0.277912274522771	"51176/7088"	2
"R-HSA-428542"	"Regulation of commissural axon pathfinding by SLIT and ROBO"	"1/37"	"10/10654"	0.0342052226347811	0.308019437596071	0.277912274522771	"4753"	1
"R-HSA-3700989"	"Transcriptional Regulation by TP53"	"4/37"	"365/10654"	0.0367670269576041	0.308019437596071	0.277912274522771	"10524/5810/6790/1020"	4
